,0 AC,1 AC,10 AC,11 AC,12 AC,13 AC,14 AC,15 AC,2 AC,3 AC,4 AC,43775 AC,43776 AC,43777 AC,43778 AC,43779 AC,43780 AC,43781 AC,43782 AC,43783 AC,43784 AC,43785 AC,43786 AC,43787 AC,43788 AC,5 AC,6 AC,7 AC,8 AC,9 AC
10,772.9623698550703,1362.273151785799,675.8062941369642,854.2159659482013,4505.618374153395,369.5807890450822,723.2790121529187,724.4000028927233,860.5314620807461,249.94656661759507,1240.8047251708197,7023.681510150409,5022.990300191425,3755.878132424632,4615.0204364936835,2013.3050789125941,1220.697875562897,34755.438565269134,776.354314722282,22820.121296307374,494.26535427283295,6884.737538380088,9957.031753280507,8833.564297799618,10971.13478766826,918.0567939682563,214.60543558449376,1265.2115193856596,1100.6135637149598,2847.083415541416
11,1310.6596505663756,2414.7436273100743,1480.2423461211786,1537.2680775699473,6779.414232626937,546.7988300163694,1515.3668504301268,1601.7169716547044,1285.1333995618902,483.41173801333315,2673.8779215634304,6997.522783989097,4892.223000298711,4508.91196086259,5210.155030988848,2346.343729925,1314.3061695481563,41042.90813027414,748.9521884438249,13891.978046385271,481.35425538353934,7499.049951998245,11958.73535263082,11061.813964642874,12107.535389486391,2004.6127878861885,390.2974801471043,2350.7538093565677,2004.0459382688118,5096.236469414576
12,1929.7250607745812,3648.581364827268,2567.7015576998224,2381.8210441715296,9578.970068803897,759.0918089598861,2539.586597515398,2750.529829742028,1780.2022021059738,747.8951976864786,4653.399326880876,7573.634378028469,5503.378041199529,4451.209851114834,5348.509077843559,2415.5239057848607,1437.1973203256614,40125.602063711245,902.7466276714567,21709.120672279427,531.0521149700417,8566.519528983416,11749.765864964515,11983.219703477695,12827.24687654266,3413.7850931821845,614.7287711967915,3686.617065250572,3228.8297552264744,8539.706954495703
13,1468.0874733511134,2701.7056877524847,1760.8213730753735,1749.653866367277,7466.5721800300325,604.9939977143819,1804.9631172212094,1893.1112395547757,1414.8808411565078,550.1530983016565,3241.2672921781937,7648.779943636965,5867.686214970372,4678.299334114042,5404.816640047581,2507.989720430873,1538.1968360076035,42625.67276888424,976.9518056931032,21651.803059897,519.6797277201473,8872.513282514463,11687.624066201453,12336.745030569025,12917.118412521688,2345.8589246095157,449.90170893428314,2706.3737909618453,2373.0705359129115,6126.84397308789
14,1158.8568003659966,2084.546139840861,1197.3281622227594,1319.4240678044089,6049.958622373594,499.8047301852359,1272.5558786479755,1320.2615599766002,1170.2564270474163,421.47448091759713,2204.430659440255,7925.2034733898045,6239.639769452621,3986.4659108225233,4929.859039169139,2347.9816157564183,1495.3520802910589,39214.592184511246,824.2070240798726,23909.126473253575,529.6791843086955,8258.717541091177,10919.139451184854,10712.43087384647,11855.99344009811,1618.3024062414238,337.16970813393664,2039.2716547885852,1735.7489483801553,4275.7172013172485
15,763.3837741583812,1342.8997309051533,658.6821836789079,840.4350798138904,4460.788746676613,366.0021832744602,705.3097782615315,706.8232501863545,851.8220191864287,245.48708418314425,1209.736984986091,7196.097484975589,4851.886497079547,3827.2325855224244,4777.402604533198,1925.2194719454105,1148.2264285942783,35067.82632288955,700.5611782186776,21027.15256912974,486.72675911087623,6167.234918342249,10116.655176236804,8836.573423546335,10800.637682592263,894.9972308508092,211.43723110592072,1241.5588715326983,1079.1251361746426,2791.0497964434767
16,1645.297019646844,3067.9604017760453,2094.770571802955,2002.091432427379,8321.264104758617,662.9628800521866,2093.288113860077,2243.772078913635,1544.3597861021663,618.9329558362494,3833.9188845687736,7829.914319392095,5363.10245682052,4652.651975425782,5503.531546391139,2441.3956067686768,1406.5095139054984,42380.60578383628,816.4928722513537,15267.334001990737,509.7465919049991,8021.381434463536,12153.953069095394,11488.747592697575,12063.809313888718,2820.051219628891,509.142825670181,3073.5101718702263,2697.6430632059723,7199.327667722314
17,1580.658196769095,2933.6437057041176,1990.3581578575925,1916.4669537848345,8038.667448088919,641.64060846221,2004.9376391081073,2122.6991747451357,1499.140145967177,594.1563427429032,3652.8128407412964,7847.572041541904,5515.824284171041,4450.2659040301705,5502.835300566645,2423.801559341295,1430.171951833832,40220.04487415463,867.1822673154527,21966.07420933707,524.2363269300188,8337.579243489985,11836.202957976686,12153.30701216233,12449.147340838412,2681.5705007606975,486.59340194091095,2955.675883418293,2596.2393884296803,6913.04705125806
18,1544.0452453458263,2879.8153237176907,1881.8969186117383,1843.335540223297,7798.193660797625,624.9419287507103,1893.8054196521837,1997.3862588906086,1476.5808628696204,599.8286885505005,3348.687597940799,8372.329562817646,5954.878171338713,4625.059136777575,5568.4606485506,2476.6647814677317,1564.5534376323826,42246.93288290104,961.7840764924683,22820.84117851516,532.8357694226939,8645.438747715985,11651.962605965895,12312.342501095283,12258.071366525164,2534.671718209678,479.3415547573419,2862.0226995155654,2457.1952954922926,6201.685346064433
19,900.7146283526952,1615.6290182436182,896.1292070595584,1020.361663256047,5068.282370853122,411.17537657858105,920.9445181885526,945.0138713358181,963.7364092021006,313.74028545777134,1604.9094066639345,8226.045305945023,5985.85631867311,3972.034197162515,4972.444790820329,2197.045457230527,1413.942038965638,38037.68946975526,885.5215947513335,25870.56222420663,536.954219739428,7584.078244548805,10538.706602623795,10079.666467956155,11410.434265079266,1216.520499553246,263.57725021241254,1535.6382780777146,1335.2668207418299,3427.719289929532
20,764.0851811695636,1342.6272371768243,659.6204537306675,840.2736232997871,4462.177135501023,366.1955962305298,705.460951439436,707.1113466436327,851.9917765891023,245.44493370235014,1210.3211860862189,6889.467666471188,4714.666845961478,3880.3269656014327,5125.108150353146,1855.8025205905763,1037.2126034888486,35308.050086889125,603.2791853011042,17431.335027437683,470.51738621111826,6124.820400287205,10188.507365240293,8374.0608147953,10147.617372891991,894.249439149157,211.95549402894258,1242.199625229991,1079.7512661427672,2790.4816204785457
21,1680.1868578966635,3114.1127109261106,2188.31972725484,2054.7216441505184,8493.932656201192,676.9026299866581,2182.7109664120503,2315.89240772247,1562.6131922643801,627.8741799975182,4048.2369930466025,8114.851429083277,5440.684095895449,4587.069976816702,5727.528558993754,2454.166320249379,1425.5596867807462,41038.549231330595,867.8444373458443,17420.58008636135,520.8682025248718,8334.554859309133,11950.756410695183,11180.863835885875,11475.645846120115,2944.6136487428953,521.4628894195323,3154.134829966796,2818.014563193697,7657.271146617568
22,1439.676432642372,2634.22551634426,1744.5333109650228,1724.5909696435042,7391.144314483356,596.9602348818552,1785.6822488776022,1875.6191813895844,1384.621519488086,527.5524486054967,3259.4612868278564,7856.150145983997,5313.666508608131,4273.736330538456,5649.149075163396,2248.4752934381627,1355.1086935406618,37824.58774362661,830.7757133359871,21353.664323632656,520.5172536490461,8122.754295914361,11602.16024890891,11434.646660330065,11685.773568941813,2351.670904817548,435.30485153578707,2657.4129324118553,2349.687875508044,6240.522043125982
23,1466.501488056987,2738.9145410614965,1785.0366865060969,1743.7655528130526,7498.176400208721,590.9700637216237,1760.6064133423197,1845.4055502030424,1403.9174935373521,575.381771096929,3096.333089290704,8502.057717333946,5675.579706409219,4331.736076719362,5563.2687002478015,2314.9328734912183,1477.6509273514187,36681.58757620928,957.0469032199999,24776.42813612548,543.9390185821503,8337.860150058796,11340.581838758117,11816.85300852282,11464.943922835157,2478.111549892408,449.91171088016733,2690.041608304106,2279.7968291144225,5723.967279528192
24,825.0685091866497,1462.6764611830306,764.1899024261961,920.4554546590924,4730.0983330974905,386.83137114380514,803.3680274936713,813.6961163263932,902.2891057797549,275.69246103471363,1389.673102083835,5630.854292114939,5994.150878374582,3529.4880445841986,4750.962361822326,2007.5623775834222,1311.332146605917,32532.88442616823,668.506365168227,23381.6147619625,530.4189817309792,7651.135757944062,9840.377534567464,7566.6026958116145,9015.396714650145,1034.6419851809214,234.9770759915022,1374.788159033392,1197.5776772723368,3084.4710161777125
25,773.4409229490728,1360.3807465492819,678.0304646031054,853.5959958071742,4506.9048181546195,369.6424930347812,723.6958356122319,723.7907211387973,859.5709642155155,249.0409391073841,1243.4117281810975,4833.893296705031,4962.029172719261,3146.0020515302485,4379.834279298365,1629.4455506598285,929.8966193807872,29555.756447729953,493.6915252976891,15139.48667555976,450.97556764158315,6265.104095752932,9331.72099303766,6741.842048341974,8371.854316438872,918.3439068738251,215.06693927094113,1264.937820529601,1101.3780246708475,2854.090774472127
26,1593.4591255910798,2928.0641496920116,2053.135473847827,1941.810767443904,8108.615065811535,648.5498784439408,2060.5242327837323,2168.9014511687074,1489.4922481704384,585.380619484737,3847.5432817360856,5659.708552476078,5702.63860889654,3581.1224634525915,4918.206051365193,2043.8267844158638,1257.6414373750233,32923.24804266754,732.1089533210076,18105.51719971911,533.6898279643972,9018.826532512281,10780.984229411255,8592.772328345405,9682.254398683865,2764.39216831419,489.8548862494006,2976.407297658708,2683.8607167172936,7337.548470172979
27,1546.5873324939178,2839.3978147447065,1920.134795465356,1864.456324541441,7855.7119840868445,634.5988378293824,1952.960228998848,2071.8198782346662,1471.084898939927,573.2177701467898,3582.043556315407,5567.96834148148,5430.323094546823,3544.842089143676,4914.16555073053,1914.9636081704048,1198.8971841332586,29919.966670568017,710.6059619540074,19932.08825941714,512.2399060378405,8867.04606397021,10875.324910743791,8446.733902523118,10027.265684546926,2568.0341460974073,474.93197624315246,2883.4239537953235,2559.18775079651,6765.172379580529
28,1458.2726200879665,2729.462642416163,1758.9354439968608,1731.4157221985333,7466.1579171908925,586.6327280668608,1732.4917569848083,1833.2058038807738,1403.369508018018,574.2067744426471,3032.273042169784,5851.265293690788,5589.593933667787,3505.282324505895,4751.285742254516,2022.4254002955875,1330.7998057697814,28859.785583077955,798.745218417399,24664.051624174423,552.5077450907752,8507.029241605493,10463.817874322925,8598.147395781276,9489.263291130392,2446.4984201981097,447.2763688316211,2666.168866086103,2239.6462484887943,5576.751790559115
29,787.2764676020072,1389.641263008137,700.2465487096897,872.5268252389159,4567.406891048779,374.4101004516087,745.8379703912424,748.9564298447857,872.1305268469246,256.902052985239,1282.297850285176,4966.810442883159,5568.664755509489,3062.8190851748964,4251.338926439194,1899.5796790779336,1220.8587366028503,28175.43844894207,660.8399368247944,20563.893031051935,507.20401906374394,7511.504857624842,9997.7408313626,7929.514513056515,10965.59460963617,949.6931265529198,220.14114677534639,1295.991731493808,1128.1808578383234,2915.327870555734
30,976.3115045884397,1714.2289295102923,887.9975187065954,1079.7519715653257,5242.232351375576,440.9748827020087,994.1792219560824,1000.9662626261915,1019.3800557320291,328.40092166663135,1696.1931981129435,4126.445602815642,4622.424126460299,2912.803238718837,4104.705546032971,1610.977547326376,902.8902042075748,24593.392161561314,463.6155733651314,12502.895411522806,478.8430002348252,7384.846882398902,9773.052773416493,7126.083142688236,10678.584416657943,1194.2504624407486,267.44195296861636,1653.9456160778577,1408.353057518068,3479.4528829270894
31,1723.7562125262127,3192.6172826395973,2253.492721718292,2112.52968933872,8671.762008159965,693.0845861026688,2254.33757805385,2403.6306732058206,1601.073103315622,642.8816548181381,4194.180914883728,5095.770321595213,5406.11095903613,3136.745732445307,4507.8798600675655,1948.9371662971419,1201.8207313409598,28583.72198332038,727.4757993142699,18989.05566633549,551.458501606083,8932.743884768846,10658.901699996415,8601.882489899537,11863.562554077382,3011.402817484926,537.6036051386202,3256.7850945464993,2915.1099262751627,7863.569459227442
32,1475.2657474109099,2703.98887052872,1804.906806457996,1771.939804969633,7542.9404353845075,608.8295823473175,1844.1384439951055,1934.0134317380487,1415.8366277536886,545.3239250650183,3364.1782950222164,4762.301171090239,5444.459495921939,3340.2879640743886,4587.656105246916,2001.8446520986802,1252.4474079240206,27154.487451943878,763.6911283238782,19257.94869477052,511.0116196554254,9095.861009313765,11283.242693900775,9296.223343176529,12277.452350918895,2425.057184416141,449.77244606902445,2730.9649966481384,2424.596839707986,6405.385356914929
33,1335.5972578763547,2462.097747419304,1520.1647364112773,1560.4647856706447,6877.299374177801,552.1311833749011,1541.438728478646,1626.246158935641,1310.7447382339253,511.09772661995027,2689.7806955482,5400.92033641775,5677.7981649637795,3320.946048934734,4292.938505706601,2046.4769792128657,1306.7102311466062,27492.05995901586,742.6540898073681,21315.423915033927,539.5367121640234,7912.462255716708,10915.270430953971,9271.398878799893,11570.136500060209,2085.7521119041267,402.7223266549117,2409.108442593186,2034.3330322205145,5032.445162233641
