name,p_set,carrier,bus
77326 land_transport_EV,0.0,land_transport_EV,77326
77338 land_transport_EV,0.0,land_transport_EV,77338
77342 land_transport_EV,0.0,land_transport_EV,77342
77364 land_transport_EV,0.0,land_transport_EV,77364
77403 land_transport_EV,0.0,land_transport_EV,77403
77423 land_transport_EV,0.0,land_transport_EV,77423
77433 land_transport_EV,0.0,land_transport_EV,77433
77452 land_transport_EV,0.0,land_transport_EV,77452
77462 land_transport_EV,0.0,land_transport_EV,77462
77470 land_transport_EV,0.0,land_transport_EV,77470
77517 land_transport_EV,0.0,land_transport_EV,77517
77518 CH4_for_industry,0.0,CH4_for_industry,77518
77518 rural_gas_boiler,0.0,rural_gas_boiler,77518
77519 CH4_for_industry,0.0,CH4_for_industry,77519
77519 rural_gas_boiler,0.0,rural_gas_boiler,77519
77520 CH4_for_industry,0.0,CH4_for_industry,77520
77520 rural_gas_boiler,0.0,rural_gas_boiler,77520
77521 CH4_for_industry,0.0,CH4_for_industry,77521
77521 rural_gas_boiler,0.0,rural_gas_boiler,77521
77522 central_heat,0.0,central_heat,77522
77523 central_heat,0.0,central_heat,77523
77524 central_heat,0.0,central_heat,77524
77525 central_heat,0.0,central_heat,77525
77526 central_heat,0.0,central_heat,77526
77528 central_heat,0.0,central_heat,77528
77529 central_heat,0.0,central_heat,77529
77530 central_heat,0.0,central_heat,77530
77531 central_heat,0.0,central_heat,77531
77532 central_heat,0.0,central_heat,77532
77533 central_heat,0.0,central_heat,77533
77535 central_heat,0.0,central_heat,77535
77536 central_heat,0.0,central_heat,77536
77537 central_heat,0.0,central_heat,77537
77538 central_heat,0.0,central_heat,77538
77540 central_heat,0.0,central_heat,77540
77541 central_heat,0.0,central_heat,77541
77543 central_heat,0.0,central_heat,77543
77544 central_heat,0.0,central_heat,77544
77545 central_heat,0.0,central_heat,77545
77546 central_heat,0.0,central_heat,77546
77547 central_heat,0.0,central_heat,77547
77548 central_heat,0.0,central_heat,77548
77550 central_heat,0.0,central_heat,77550
77551 central_heat,0.0,central_heat,77551
77552 central_heat,0.0,central_heat,77552
77553 central_heat,0.0,central_heat,77553
77554 central_heat,0.0,central_heat,77554
77569 central_heat,0.0,central_heat,77569
77571 central_heat,0.0,central_heat,77571
77573 central_heat,0.0,central_heat,77573
77574 central_heat,0.0,central_heat,77574
77582 central_heat,0.0,central_heat,77582
77589 central_heat,0.0,central_heat,77589
77595 central_heat,0.0,central_heat,77595
77622 central_heat,0.0,central_heat,77622
77623 central_heat,0.0,central_heat,77623
77624 central_heat,0.0,central_heat,77624
77627 central_heat,0.0,central_heat,77627
77636 central_heat,0.0,central_heat,77636
8 AC,0.0,AC,8
9 AC,0.0,AC,9
