name,scn_name,bus0,bus1,carrier,p_nom,p_nom_extendable,p_nom_max,capital_cost,length,type,efficiency,p_nom_min,p_min_pu,marginal_cost,p_nom_opt,country,build_year,lifetime,min_up_time,min_down_time,up_time_before,down_time_before,p_nom_mod,stand_by_cost,start_up_cost,shut_down_cost,ramp_limit_start_up,ramp_limit_shut_down
139 ramp_up,,52087,4,OCGT,2233.3333333333335,False,inf,0.0,0.0,,0.42,0.0,0.0,0.0,2233.3333333333335,,0.0,inf,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
142 ramp_up,,52087,5,OCGT,380.95238095238096,False,inf,0.0,0.0,,0.42,0.0,0.0,0.0,380.95238095238096,,0.0,inf,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
190 ramp_up,,52087,7,OCGT,1945.2380952380954,False,inf,0.0,0.0,,0.42,0.0,0.0,0.0,1945.2380952380954,,0.0,inf,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
193 ramp_up,,52087,8,OCGT,3350.0,False,inf,0.0,0.0,,0.42,0.0,0.0,0.0,3350.0,,0.0,inf,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
196 ramp_up,,52087,9,OCGT,939.5238095238096,False,inf,0.0,0.0,,0.42,0.0,0.0,0.0,939.5238095238096,,0.0,inf,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
72 ramp_down,,48639,43775,OCGT,5998.4523758690475,False,inf,0.0,0.0,,0.42,0.0,0.0,0.0,5998.4523758690475,,0.0,inf,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
76 ramp_down,,48640,43776,OCGT,20680.000029833333,False,inf,0.0,0.0,,0.42,0.0,0.0,0.0,20680.000029833333,,0.0,inf,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
83 ramp_down,,48641,43777,OCGT,585.7142947619047,False,inf,0.0,0.0,,0.42,0.0,0.0,0.0,585.7142947619047,,0.0,inf,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
86 ramp_down,,48642,43778,OCGT,3213.5714304047615,False,inf,0.0,0.0,,0.42,0.0,0.0,0.0,3213.5714304047615,,0.0,inf,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
89 ramp_down,,48643,43779,OCGT,1023.8095238095239,False,inf,0.0,0.0,,0.42,0.0,0.0,0.0,1023.8095238095239,,0.0,inf,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
90 ramp_down,,48643,43780,OCGT,1238.095238095238,False,inf,0.0,0.0,,0.42,0.0,0.0,0.0,1238.095238095238,,0.0,inf,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
94 ramp_down,,48644,43781,OCGT,16826.190475357147,False,inf,0.0,0.0,,0.42,0.0,0.0,0.0,16826.190475357147,,0.0,inf,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
97 ramp_down,,48645,43782,OCGT,3602.3809526190475,False,inf,0.0,0.0,,0.42,0.0,0.0,0.0,3602.3809526190475,,0.0,inf,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
98 ramp_down,,48645,43783,OCGT,88505.00009047618,False,inf,0.0,0.0,,0.42,0.0,0.0,0.0,88505.00009047618,,0.0,inf,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
102 ramp_down,,48647,43785,OCGT,22131.666662738095,False,inf,0.0,0.0,,0.42,0.0,0.0,0.0,22131.666662738095,,0.0,inf,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
106 ramp_down,,48649,43787,OCGT,17859.523810238094,False,inf,0.0,0.0,,0.42,0.0,0.0,0.0,17859.523810238094,,0.0,inf,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
109 ramp_down,,48650,43788,OCGT,899.4976225476191,False,inf,0.0,0.0,,0.42,0.0,0.0,0.0,899.4976225476191,,0.0,inf,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
115 ramp_down,,52087,0,OCGT,1439.2857142857144,False,inf,0.0,0.0,,0.42,0.0,0.0,0.0,1439.2857142857144,,0.0,inf,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
118 ramp_down,,52087,1,OCGT,243.57142857142858,False,inf,0.0,0.0,,0.42,0.0,0.0,0.0,243.57142857142858,,0.0,inf,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
123 ramp_down,,52087,11,OCGT,55.714285714285715,False,inf,0.0,0.0,,0.42,0.0,0.0,0.0,55.714285714285715,,0.0,inf,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
126 ramp_down,,52087,12,OCGT,4873.809523809524,False,inf,0.0,0.0,,0.42,0.0,0.0,0.0,4873.809523809524,,0.0,inf,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
139 ramp_down,,52087,4,OCGT,2233.3333333333335,False,inf,0.0,0.0,,0.42,0.0,0.0,0.0,2233.3333333333335,,0.0,inf,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
142 ramp_down,,52087,5,OCGT,380.95238095238096,False,inf,0.0,0.0,,0.42,0.0,0.0,0.0,380.95238095238096,,0.0,inf,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
190 ramp_down,,52087,7,OCGT,1945.2380952380954,False,inf,0.0,0.0,,0.42,0.0,0.0,0.0,1945.2380952380954,,0.0,inf,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
193 ramp_down,,52087,8,OCGT,3350.0,False,inf,0.0,0.0,,0.42,0.0,0.0,0.0,3350.0,,0.0,inf,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
196 ramp_down,,52087,9,OCGT,939.5238095238096,False,inf,0.0,0.0,,0.42,0.0,0.0,0.0,939.5238095238096,,0.0,inf,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
