name,e_nom_extendable,e_cyclic,capital_cost,e_nom,e_nom_max,e_initial,carrier,bus,lifetime,e_nom_opt
48885 H2_overground,True,True,2.6718614545529116,0.0,inf,0.0,H2_overground,48885,30.0,1.1498314886761255e-05
48886 H2_overground,True,True,2.6718614545529116,0.0,inf,0.0,H2_overground,48886,30.0,1.1498301548412465e-05
48887 H2_overground,True,True,2.6718614545529116,0.0,inf,0.0,H2_overground,48887,30.0,1.1498314695855045e-05
48888 H2_overground,True,True,2.6718614545529116,0.0,inf,0.0,H2_overground,48888,30.0,1.1498309715001046e-05
48889 H2_overground,True,True,2.6718614545529116,0.0,inf,0.0,H2_overground,48889,30.0,1.1498314878332017e-05
48890 H2_overground,True,True,2.6718614545529116,0.0,inf,0.0,H2_overground,48890,30.0,1.1498326330134712e-05
48891 H2_overground,True,True,2.6718614545529116,0.0,inf,0.0,H2_overground,48891,30.0,1.1498315049757933e-05
48892 H2_overground,True,True,2.6718614545529116,0.0,inf,0.0,H2_overground,48892,30.0,1.1498314738787825e-05
48893 H2_overground,True,True,2.6718614545529116,0.0,inf,0.0,H2_overground,48893,30.0,1.149835103608646e-05
48894 H2_overground,True,True,2.6718614545529116,0.0,inf,0.0,H2_overground,48894,30.0,1.1498302187408076e-05
48895 H2_overground,True,True,2.6718614545529116,0.0,inf,0.0,H2_overground,48895,30.0,1.1498354965441756e-05
48896 H2_overground,True,True,2.6718614545529116,0.0,inf,0.0,H2_overground,48896,30.0,1.1498309950005878e-05
48897 H2_overground,True,True,2.6718614545529116,0.0,inf,0.0,H2_overground,48897,30.0,1.1498306694690319e-05
48898 H2_overground,True,True,2.6718614545529116,0.0,inf,0.0,H2_overground,48898,30.0,1.1498364229239275e-05
48899 H2_overground,True,True,2.6718614545529116,0.0,inf,0.0,H2_overground,48899,30.0,1.1498301766738663e-05
48900 H2_overground,True,True,2.6718614545529116,0.0,inf,0.0,H2_overground,48900,30.0,1.1498306743685578e-05
48901 H2_overground,True,True,2.6718614545529116,0.0,inf,0.0,H2_overground,48901,30.0,1.1498309232449303e-05
48902 H2_overground,True,True,2.6718614545529116,0.0,inf,0.0,H2_overground,48902,30.0,1.1498309388389044e-05
48903 H2_overground,True,True,2.6718614545529116,0.0,inf,0.0,H2_overground,48903,30.0,1.149831489940747e-05
48904 H2_overground,True,True,2.6718614545529116,0.0,inf,0.0,H2_overground,48904,30.0,1.149830841315903e-05
