bus_id,cluster,medoid_idx
47812,3,47574
47813,3,47574
47814,3,47574
47815,3,47574
47816,3,47574
47817,3,47574
47818,3,47574
47819,3,47574
47820,3,47574
47821,0,47781
47823,0,47781
47849,3,47574
47850,3,47574
47855,0,47781
47858,2,47758
47859,3,47574
47860,3,47574
47861,0,47781
47862,3,47574
47863,3,47574
47865,0,47781
47867,2,47758
47870,0,47781
47871,0,47781
47876,3,47574
47879,2,47758
47880,1,47616
47884,3,47574
47891,3,47574
47895,2,47758
47898,3,47574
47906,2,47758
47912,1,47616
47924,0,47781
47925,2,47758
47926,3,47574
47929,1,47616
47944,2,47758
47947,2,47758
47950,0,47781
47951,0,47781
47980,3,47574
47981,2,47758
47982,2,47758
48028,1,47616
48036,1,47616
48067,2,47758
48068,2,47758
48072,1,47616
48073,2,47758
48076,2,47758
48077,1,47616
48083,1,47616
48085,3,47574
48086,0,47781
48096,0,47781
48097,2,47758
48099,0,47781
48101,1,47616
48102,2,47758
48103,0,47781
48105,1,47616
48107,2,47758
48108,2,47758
48110,2,47758
48111,1,47616
48113,0,47781
48114,0,47781
48115,1,47616
48120,1,47616
48121,1,47616
48122,2,47758
48123,1,47616
48125,1,47616
48128,2,47758
48136,0,47781
48137,2,47758
48138,2,47758
48142,1,47616
48144,1,47616
48147,1,47616
48148,0,47781
48151,0,47781
48153,0,47781
48156,2,47758
48161,1,47616
48163,3,47574
48166,0,47781
48167,0,47781
48168,0,47781
48170,2,47758
48171,0,47781
48175,2,47758
48177,1,47616
48187,0,47781
48188,0,47781
48191,1,47616
48192,1,47616
48193,2,47758
48196,2,47758
48198,0,47781
48199,0,47781
48202,2,47758
48203,1,47616
48206,2,47758
48210,1,47616
48218,3,47574
48221,2,47758
48225,2,47758
48226,1,47616
48227,2,47758
48229,2,47758
48230,1,47616
48233,1,47616
48234,0,47781
48236,0,47781
48237,0,47781
48240,2,47758
48247,1,47616
48249,0,47781
48250,0,47781
48263,2,47758
48264,1,47616
48265,0,47781
48268,0,47781
48269,3,47574
48273,0,47781
48277,2,47758
48278,0,47781
48279,3,47574
48282,0,47781
48283,2,47758
48284,0,47781
48286,3,47574
48297,2,47758
48303,1,47616
48304,1,47616
48306,0,47781
48312,2,47758
48313,0,47781
48325,0,47781
48328,3,47574
48330,0,47781
48331,2,47758
48337,2,47758
48339,2,47758
48341,2,47758
48343,0,47781
48344,3,47574
48345,2,47758
48346,0,47781
48349,3,47574
48350,3,47574
48351,1,47616
48361,0,47781
48367,3,47574
48380,0,47781
48385,2,47758
48386,3,47574
48392,3,47574
48396,0,47781
48397,0,47781
48442,2,47758
48550,0,47781
48551,0,47781
48552,3,47574
48553,0,47781
48554,3,47574
48558,0,47781
48562,0,47781
48565,1,47616
48566,2,47758
48567,0,47781
48568,1,47616
48570,3,47574
48596,0,47781
48599,0,47781
48638,0,47781
