name,scn_name,bus,carrier,p_nom,p_min_pu,p_max_pu,marginal_cost,efficiency,committable,start_up_cost,min_up_time,min_down_time,up_time_before,ramp_limit_start_up,ramp_limit_shut_down,e_nom_max,control,ramp_limit_up,weight,p_nom_opt
43777 run_of_river,eGon2035,43777,run_of_river,4113.0,0.0,0.65,0.04078652516259929,1.0,False,0.0,0,0,0,1.0,1.0,inf,PV,,4113.0,4113.0
43777 solar,eGon2035,43777,solar,14364.3525,0.0,1.0,0.050786525162599294,1.0,False,0.0,0,0,0,1.0,1.0,inf,PV,,14364.3525,14364.3525
43777 wind_onshore,eGon2035,43777,wind_onshore,1551.0,0.0,1.0,1.3407865251625994,1.0,False,0.0,0,0,0,1.0,1.0,inf,PV,,1551.0,1551.0
43778 coal,eGon2035,43778,coal,186.0,0.325,1.0,49.3682865251626,1.0,True,35.64,5,6,0,0.38,0.38,inf,Slack,1.0,186.0,186.0
43778 lignite,eGon2035,43778,lignite,2967.69999245,0.4,1.0,37.605286525162605,1.0,True,19.14,7,6,0,0.4,0.4,inf,PV,1.0,2967.69999245,2967.69999245
43778 load shedding,,43778,load shedding,126893.65630950501,0.0,1.0,10000.040786525162,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,126893.65630950501,126893.65630950501
43778 nuclear,eGon2035,43778,nuclear,4041.0,0.5,1.0,5.2407865251626,1.0,True,16.5,6,10,0,0.5,0.5,inf,PV,0.3,4041.0,4041.0
43778 oil,eGon2035,43778,oil,6.94999981,0.0,1.0,101.8727865251626,1.0,False,0.0,0,0,0,1.0,1.0,inf,PV,,6.94999981,6.94999981
43778 others,eGon2035,43778,others,2289.3577880000003,0.0,1.0,0.04078652516259929,1.0,False,0.0,0,0,0,1.0,1.0,inf,PV,,2289.3577880000003,2289.3577880000003
43778 reservoir,eGon2035,43778,reservoir,1170.3999939,0.0,0.65,0.04078652516259929,1.0,False,0.0,0,0,0,1.0,1.0,inf,PV,,1170.3999939,1170.3999939
43778 run_of_river,eGon2035,43778,run_of_river,395.0,0.0,0.65,0.04078652516259929,1.0,False,0.0,0,0,0,1.0,1.0,inf,PV,,395.0,395.0
43778 solar,eGon2035,43778,solar,14499.5,0.0,1.0,0.050786525162599294,1.0,False,0.0,0,0,0,1.0,1.0,inf,PV,,14499.5,14499.5
43778 wind_onshore,eGon2035,43778,wind_onshore,7761.234055,0.0,1.0,1.3407865251625994,1.0,False,0.0,0,0,0,1.0,1.0,inf,PV,,7761.234055,7761.234055
43779 coal,eGon2035,43779,coal,447.0,0.325,1.0,49.3682865251626,1.0,True,35.64,5,6,0,0.38,0.38,inf,Slack,1.0,447.0,447.0
43779 load shedding,,43779,load shedding,380680.96892851504,0.0,1.0,10000.040786525162,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,380680.96892851504,380680.96892851504
43779 oil,eGon2035,43779,oil,200.0,0.0,1.0,101.8727865251626,1.0,False,0.0,0,0,0,1.0,1.0,inf,PV,,200.0,200.0
43779 others,eGon2035,43779,others,578.3999939,0.0,1.0,0.04078652516259929,1.0,False,0.0,0,0,0,1.0,1.0,inf,PV,,578.3999939,578.3999939
43779 solar,eGon2035,43779,solar,3943.5,0.0,1.0,0.050786525162599294,1.0,False,0.0,0,0,0,1.0,1.0,inf,PV,,3943.5,3943.5
43779 wind_offshore,eGon2035,43779,wind_offshore,4600.0,0.0,1.0,2.6007865251625994,1.0,False,0.0,0,0,0,1.0,1.0,inf,PV,,4600.0,4600.0
43779 wind_onshore,eGon2035,43779,wind_onshore,4564.5,0.0,1.0,1.3407865251625994,1.0,False,0.0,0,0,0,1.0,1.0,inf,PV,,4564.5,4564.5
43780 coal,eGon2035,43780,coal,320.0,0.325,1.0,49.3682865251626,1.0,True,35.64,5,6,0,0.38,0.38,inf,Slack,1.0,320.0,320.0
43780 load shedding,,43780,load shedding,126893.65630950501,0.0,1.0,10000.040786525162,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,126893.65630950501,126893.65630950501
43780 oil,eGon2035,43780,oil,212.00000001,0.0,1.0,101.8727865251626,1.0,False,0.0,0,0,0,1.0,1.0,inf,PV,,212.00000001,212.00000001
43780 others,eGon2035,43780,others,315.20500943,0.0,1.0,0.04078652516259929,1.0,False,0.0,0,0,0,1.0,1.0,inf,PV,,315.20500943,315.20500943
43780 solar,eGon2035,43780,solar,1690.0,0.0,1.0,0.050786525162599294,1.0,False,0.0,0,0,0,1.0,1.0,inf,PV,,1690.0,1690.0
43780 wind_offshore,eGon2035,43780,wind_offshore,1809.0,0.0,1.0,2.6007865251625994,1.0,False,0.0,0,0,0,1.0,1.0,inf,PV,,1809.0,1809.0
43780 wind_onshore,eGon2035,43780,wind_onshore,1300.0,0.0,1.0,1.3407865251625994,1.0,False,0.0,0,0,0,1.0,1.0,inf,PV,,1300.0,1300.0
43781 load shedding,,43781,load shedding,380680.96892851504,0.0,1.0,10000.040786525162,1.0,False,0.0,0,0,1,1.0,1.0,0.0,Slack,,380680.96892851504,380680.96892851504
43781 nuclear,eGon2035,43781,nuclear,53597.0,0.5,1.0,5.2407865251626,1.0,True,16.5,6,10,0,0.5,0.5,inf,PV,0.3,53597.0,53597.0
43781 oil,eGon2035,43781,oil,76.0,0.0,1.0,101.8727865251626,1.0,False,0.0,0,0,0,1.0,1.0,inf,PV,,76.0,76.0
43781 others,eGon2035,43781,others,4431.7999767599995,0.0,1.0,0.04078652516259929,1.0,False,0.0,0,0,0,1.0,1.0,inf,PV,,4431.7999767599995,4431.7999767599995
43781 reservoir,eGon2035,43781,reservoir,10094.0,0.0,0.65,0.04078652516259929,1.0,False,0.0,0,0,0,1.0,1.0,inf,PV,,10094.0,10094.0
43781 run_of_river,eGon2035,43781,run_of_river,13638.0,0.0,0.65,0.04078652516259929,1.0,False,0.0,0,0,0,1.0,1.0,inf,PV,,13638.0,13638.0
43781 solar,eGon2035,43781,solar,60622.60725,0.0,1.0,0.050786525162599294,1.0,False,0.0,0,0,0,1.0,1.0,inf,PV,,60622.60725,60622.60725
43781 wind_offshore,eGon2035,43781,wind_offshore,4000.0,0.0,1.0,2.6007865251625994,1.0,False,0.0,0,0,0,1.0,1.0,inf,PV,,4000.0,4000.0
43781 wind_onshore,eGon2035,43781,wind_onshore,67433.11411380001,0.0,1.0,1.3407865251625994,1.0,False,0.0,0,0,0,1.0,1.0,inf,PV,,67433.11411380001,67433.11411380001
43782 lignite,eGon2035,43782,lignite,18.0,0.4,1.0,37.605286525162605,1.0,True,19.14,7,6,0,0.4,0.4,inf,Slack,1.0,18.0,18.0
43782 load shedding,,43782,load shedding,126893.65630950501,0.0,1.0,10000.040786525162,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,126893.65630950501,126893.65630950501
43782 oil,eGon2035,43782,oil,194.00000001,0.0,1.0,101.8727865251626,1.0,False,0.0,0,0,0,1.0,1.0,inf,PV,,194.00000001,194.00000001
43782 others,eGon2035,43782,others,325.0,0.0,1.0,0.04078652516259929,1.0,False,0.0,0,0,0,1.0,1.0,inf,PV,,325.0,325.0
43782 solar,eGon2035,43782,solar,1237.9538499999999,0.0,1.0,0.050786525162599294,1.0,False,0.0,0,0,0,1.0,1.0,inf,PV,,1237.9538499999999,1237.9538499999999
43782 wind_onshore,eGon2035,43782,wind_onshore,2404.5,0.0,1.0,1.3407865251625994,1.0,False,0.0,0,0,0,1.0,1.0,inf,PV,,2404.5,2404.5
43783 coal,eGon2035,43783,coal,3402.0,0.325,1.0,49.3682865251626,1.0,True,35.64,5,6,0,0.38,0.38,inf,Slack,1.0,3402.0,3402.0
43783 load shedding,,43783,load shedding,126893.65630950501,0.0,1.0,10000.040786525162,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,126893.65630950501,126893.65630950501
43783 nuclear,eGon2035,43783,nuclear,5111.5,0.5,1.0,5.2407865251626,1.0,True,16.5,6,10,0,0.5,0.5,inf,PV,0.3,5111.5,5111.5
43783 oil,eGon2035,43783,oil,371.00000003,0.0,1.0,101.8727865251626,1.0,False,0.0,0,0,0,1.0,1.0,inf,PV,,371.00000003,371.00000003
43783 others,eGon2035,43783,others,4700.411133,0.0,1.0,0.04078652516259929,1.0,False,0.0,0,0,0,1.0,1.0,inf,PV,,4700.411133,4700.411133
43783 run_of_river,eGon2035,43783,run_of_river,1969.352051,0.0,0.65,0.04078652516259929,1.0,False,0.0,0,0,0,1.0,1.0,inf,PV,,1969.352051,1969.352051
43783 solar,eGon2035,43783,solar,47966.680995,0.0,1.0,0.050786525162599294,1.0,False,0.0,0,0,0,1.0,1.0,inf,PV,,47966.680995,47966.680995
43783 wind_offshore,eGon2035,43783,wind_offshore,19335.15,0.0,1.0,2.6007865251625994,1.0,False,0.0,0,0,0,1.0,1.0,inf,PV,,19335.15,19335.15
43783 wind_onshore,eGon2035,43783,wind_onshore,25168.151905,0.0,1.0,1.3407865251625994,1.0,False,0.0,0,0,0,1.0,1.0,inf,PV,,25168.151905,25168.151905
43784 load shedding,,43784,load shedding,253787.31261901002,0.0,1.0,10000.040786525162,1.0,False,0.0,0,0,1,1.0,1.0,0.0,Slack,,253787.31261901002,253787.31261901002
43785 load shedding,,43785,load shedding,126893.65630950501,0.0,1.0,10000.040786525162,1.0,False,0.0,0,0,1,1.0,1.0,0.0,Slack,,126893.65630950501,126893.65630950501
43785 nuclear,eGon2035,43785,nuclear,243.0,0.5,1.0,5.2407865251626,1.0,True,16.5,6,10,0,0.5,0.5,inf,PV,0.3,243.0,243.0
43785 others,eGon2035,43785,others,4310.0,0.0,1.0,0.04078652516259929,1.0,False,0.0,0,0,0,1.0,1.0,inf,PV,,4310.0,4310.0
43785 run_of_river,eGon2035,43785,run_of_river,46.57143021,0.0,0.65,0.04078652516259929,1.0,False,0.0,0,0,0,1.0,1.0,inf,PV,,46.57143021,46.57143021
43785 solar,eGon2035,43785,solar,20020.0,0.0,1.0,0.050786525162599294,1.0,False,0.0,0,0,0,1.0,1.0,inf,PV,,20020.0,20020.0
43785 wind_offshore,eGon2035,43785,wind_offshore,8360.0,0.0,1.0,2.6007865251625994,1.0,False,0.0,0,0,0,1.0,1.0,inf,PV,,8360.0,8360.0
43785 wind_onshore,eGon2035,43785,wind_onshore,13633.24947,0.0,1.0,1.3407865251625994,1.0,False,0.0,0,0,0,1.0,1.0,inf,PV,,13633.24947,13633.24947
43786 load shedding,,43786,load shedding,126893.65630950501,0.0,1.0,10000.040786525162,1.0,False,0.0,0,0,1,1.0,1.0,0.0,Slack,,126893.65630950501,126893.65630950501
43786 others,eGon2035,43786,others,341.30299759,0.0,0.9999999999999998,0.04078652516259929,0.9999999999999998,False,0.0,0,0,0,1.0,1.0,inf,PV,,341.30299759,341.30299759
43786 reservoir,eGon2035,43786,reservoir,36062.200194,0.0,0.65,0.04078652516259929,1.0,False,0.0,0,0,0,1.0,1.0,inf,PV,,36062.200194,36062.200194
43786 solar,eGon2035,43786,solar,2000.0,0.0,1.0,0.050786525162599294,1.0,False,0.0,0,0,0,1.0,1.0,inf,PV,,2000.0,2000.0
43786 wind_onshore,eGon2035,43786,wind_onshore,9217.9594595,0.0,1.0,1.3407865251625994,1.0,False,0.0,0,0,0,1.0,1.0,inf,PV,,9217.9594595,9217.9594595
43787 coal,eGon2035,43787,coal,8437.217028500001,0.325,1.0,49.3682865251626,1.0,True,35.64,5,6,0,0.38,0.38,inf,Slack,1.0,8437.217028500001,8437.217028500001
43787 lignite,eGon2035,43787,lignite,3505.8599857,0.4,1.0,37.605286525162605,1.0,True,19.14,7,6,0,0.4,0.4,inf,PV,1.0,3505.8599857,3505.8599857
43787 load shedding,,43787,load shedding,380680.96892851504,0.0,1.0,10000.040786525162,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,380680.96892851504,380680.96892851504
43787 others,eGon2035,43787,others,9161.5,0.0,1.0,0.04078652516259929,1.0,False,0.0,0,0,0,1.0,1.0,inf,PV,,9161.5,9161.5
43787 reservoir,eGon2035,43787,reservoir,362.5,0.0,0.65,0.04078652516259929,1.0,False,0.0,0,0,0,1.0,1.0,inf,PV,,362.5,362.5
43787 run_of_river,eGon2035,43787,run_of_river,536.5,0.0,0.65,0.04078652516259929,1.0,False,0.0,0,0,0,1.0,1.0,inf,PV,,536.5,536.5
43787 solar,eGon2035,43787,solar,22190.819985000002,0.0,1.0,0.050786525162599294,1.0,False,0.0,0,0,0,1.0,1.0,inf,PV,,22190.819985000002,22190.819985000002
43787 wind_offshore,eGon2035,43787,wind_offshore,2400.0,0.0,1.0,2.6007865251625994,1.0,False,0.0,0,0,0,1.0,1.0,inf,PV,,2400.0,2400.0
43787 wind_onshore,eGon2035,43787,wind_onshore,18065.333720000002,0.0,1.0,1.3407865251625994,1.0,False,0.0,0,0,0,1.0,1.0,inf,PV,,18065.333720000002,18065.333720000002
43788 load shedding,,43788,load shedding,126893.65630950501,0.0,1.0,10000.040786525162,1.0,False,0.0,0,0,1,1.0,1.0,0.0,Slack,,126893.65630950501,126893.65630950501
43788 nuclear,eGon2035,43788,nuclear,2925.5,0.5,1.0,5.2407865251626,1.0,True,16.5,6,10,0,0.5,0.5,inf,PV,0.3,2925.5,2925.5
43788 others,eGon2035,43788,others,4185.0,0.0,1.0,0.04078652516259929,1.0,False,0.0,0,0,0,1.0,1.0,inf,PV,,4185.0,4185.0
43788 reservoir,eGon2035,43788,reservoir,16630.0,0.0,0.65,0.04078652516259929,1.0,False,0.0,0,0,0,1.0,1.0,inf,PV,,16630.0,16630.0
43788 solar,eGon2035,43788,solar,7551.0714284999995,0.0,1.0,0.050786525162599294,1.0,False,0.0,0,0,0,1.0,1.0,inf,PV,,7551.0714284999995,7551.0714284999995
43788 wind_offshore,eGon2035,43788,wind_offshore,750.0,0.0,1.0,2.6007865251625994,1.0,False,0.0,0,0,0,1.0,1.0,inf,PV,,750.0,750.0
43788 wind_onshore,eGon2035,43788,wind_onshore,27075.605246500003,0.0,1.0,1.3407865251625994,1.0,False,0.0,0,0,0,1.0,1.0,inf,PV,,27075.605246500003,27075.605246500003
48639 CH4,eGon2035,48639,CH4,1223.8263116666665,0.0,1.0,30.118656629075527,1.0,False,0.0,0,0,0,1.0,1.0,10276424.977699999,Slack,,1223.8263116666665,1223.8263116666665
48639 load shedding,,48639,load shedding,126893.65630950501,0.0,1.0,10000.040786525162,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,126893.65630950501,126893.65630950501
48640 CH4,eGon2035,48640,CH4,22992.144076458335,0.0,1.0,52.498571951974924,1.0,False,0.0,0,0,0,1.0,1.0,201411182.109775,Slack,,22992.144076458335,22992.144076458335
48640 load shedding,,48640,load shedding,126893.65630950501,0.0,1.0,10000.040786525162,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,126893.65630950501,126893.65630950501
48641 load shedding,,48641,load shedding,126893.65630950501,0.0,1.0,10000.040786525162,1.0,False,0.0,0,0,1,1.0,1.0,0.0,Slack,,126893.65630950501,126893.65630950501
48642 CH4,eGon2035,48642,CH4,1145.198149375,0.0,1.0,29.81403417183162,1.0,False,0.0,0,0,0,1.0,1.0,10031935.788525,Slack,,1145.198149375,1145.198149375
48642 load shedding,,48642,load shedding,126893.65630950501,0.0,1.0,10000.040786525162,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,126893.65630950501,126893.65630950501
48643 CH4,eGon2035,48643,CH4,3411.7605122916666,0.0,1.0,36.327956971639956,1.0,False,0.0,0,0,0,1.0,1.0,27624196.192675,Slack,,3411.7605122916666,3411.7605122916666
48643 load shedding,,48643,load shedding,126893.65630950501,0.0,1.0,10000.040786525162,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,126893.65630950501,126893.65630950501
48644 CH4,eGon2035,48644,CH4,66666.77280984167,0.0,1.0,48.569582939903526,1.0,False,0.0,0,0,0,1.0,1.0,584000929.814213,Slack,,66666.77280984167,66666.77280984167
48644 load shedding,,48644,load shedding,126893.65630950501,0.0,1.0,10000.040786525162,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,126893.65630950501,126893.65630950501
48645 CH4,eGon2035,48645,CH4,114009.58196449144,0.0,1.0,50.95184372553352,1.0,False,0.0,0,0,0,1.0,1.0,976813718.008945,Slack,,114009.58196449144,114009.58196449144
48645 load shedding,,48645,load shedding,126893.65630950501,0.0,1.0,10000.040786525162,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,126893.65630950501,126893.65630950501
48646 CH4,eGon2035,48646,CH4,91.826031,0.0,1.0,32.880414965457916,1.0,False,0.0,0,0,0,1.0,1.0,581746.0315599999,Slack,,91.826031,91.826031
48646 load shedding,,48646,load shedding,126893.65630950501,0.0,1.0,10000.040786525162,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,126893.65630950501,126893.65630950501
48647 CH4,eGon2035,48647,CH4,24654.71423279167,0.0,1.0,48.87481832102042,1.0,False,0.0,0,0,0,1.0,1.0,213747863.19175497,Slack,,24654.71423279167,24654.71423279167
48647 load shedding,,48647,load shedding,126893.65630950501,0.0,1.0,10000.040786525162,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,126893.65630950501,126893.65630950501
48648 CH4,eGon2035,48648,CH4,20833.333333333332,0.0,1.0,41.0172865251626,1.0,False,0.0,0,0,0,1.0,1.0,182500000.0,Slack,,20833.333333333332,20833.333333333332
48648 load shedding,,48648,load shedding,126893.65630950501,0.0,1.0,10000.040786525162,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,126893.65630950501,126893.65630950501
48649 CH4,eGon2035,48649,CH4,14680.832195275001,0.0,1.0,43.5474850752224,1.0,False,0.0,0,0,0,1.0,1.0,128604090.03060901,Slack,,14680.832195275001,14680.832195275001
48649 load shedding,,48649,load shedding,126893.65630950501,0.0,1.0,10000.040786525162,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,126893.65630950501,126893.65630950501
48650 CH4,eGon2035,48650,CH4,6417.153026700132,0.0,1.0,45.55451816863077,1.0,False,0.0,0,0,0,1.0,1.0,56214260.51389316,Slack,,6417.153026700132,6417.153026700132
48650 load shedding,,48650,load shedding,126893.65630950501,0.0,1.0,10000.040786525162,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,126893.65630950501,126893.65630950501
48652 CH4,eGon2035,48652,CH4,31637.094907407405,0.0,1.0,41.0172865251626,1.0,False,0.0,0,0,0,1.0,1.0,277140951.3888889,Slack,,31637.094907407405,31637.094907407405
48652 load shedding,,48652,load shedding,126893.65630950501,0.0,1.0,10000.040786525162,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,126893.65630950501,126893.65630950501
48653 load shedding,,48653,load shedding,4314384.314523171,0.0,0.9999999999999999,10000.007903884,0.9999999999999999,False,0.0,0,0,1,1.0,1.0,0.0,Slack,,4314384.314523171,4314384.314523171
48679 load shedding,,48653,load shedding,1776511.1883330701,0.0,1.0,10000.01038299288,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,1776511.1883330701,1776511.1883330701
48680 load shedding,,48653,load shedding,507574.62523802003,0.0,1.0,10000.006556108217,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,507574.62523802003,507574.62523802003
48695 load shedding,,48653,load shedding,3679916.0329756453,0.0,1.0,10000.006981597095,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,3679916.0329756453,3679916.0329756453
48697 load shedding,,48653,load shedding,1142042.9067855452,0.0,1.0,10000.01036483313,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,1142042.9067855452,1142042.9067855452
48700 load shedding,,48653,load shedding,1776511.1883330701,0.0,1.0,10000.007106714313,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,1776511.1883330701,1776511.1883330701
48707 load shedding,,48653,load shedding,2410979.4698805953,0.0,1.0,10000.006881845322,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,2410979.4698805953,2410979.4698805953
48717 load shedding,,48653,load shedding,2410979.4698805953,0.0,1.0,10000.008711708784,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,2410979.4698805953,2410979.4698805953
48718 load shedding,,48653,load shedding,3172341.4077376253,0.0,1.0,10000.008639487274,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,3172341.4077376253,3172341.4077376253
48763 load shedding,,48653,load shedding,3172341.4077376253,0.0,1.0,10000.005442603777,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,3172341.4077376253,3172341.4077376253
48810 load shedding,,48653,load shedding,3299235.0640471303,0.0,1.0,10000.009545084975,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,3299235.0640471303,3299235.0640471303
5 biomass,eGon2035,4,biomass,14.759185789450237,0.0,1.0,42.10693522685482,1.0,False,0.0,0,0,0,1.0,1.0,inf,PV,,14.759185789450237,14.759185789450237
5 central_biomass_CHP,eGon2035,4,central_biomass_CHP,27.259866186354618,0.0,1.0,42.10776841922555,1.0,False,0.0,0,0,0,1.0,1.0,inf,PV,,27.259866186354618,27.259866186354618
5 industrial_biomass_CHP,eGon2035,4,industrial_biomass_CHP,95.49890847582058,0.0,0.9999999999999999,42.109440595117185,0.9999999999999999,False,0.0,0,0,0,1.0,1.0,inf,PV,,95.49890847582058,95.49890847582058
5 load shedding,,4,load shedding,53422229.30630161,0.0,1.0,10000.00813008837,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,53422229.30630161,53422229.30630161
5 others,eGon2035,4,others,100.00000000000001,0.0,1.0,0.012838048545908714,1.0,False,0.0,0,0,0,1.0,1.0,inf,PV,,100.00000000000001,100.00000000000001
5 run_of_river,eGon2035,4,run_of_river,282.30782329328616,0.0,0.6500000000000001,0.006749944621916275,1.0000000000000002,False,0.0,0,0,0,1.0,1.0,inf,PV,,282.30782329328616,282.30782329328616
5 solar,eGon2035,4,solar,1819.02234750981,0.0,1.0,0.017540249765785002,1.0,False,0.0,0,0,0,1.0,1.0,inf,PV,,1819.02234750981,1819.02234750981
5 solar_rooftop,eGon2035,4,solar_rooftop,3586.149754802715,0.0,0.9999999999999999,0.01750355695864738,0.9999999999999999,False,0.0,0,0,0,1.0,1.0,inf,PV,,3586.149754802715,3586.149754802715
5 wind_onshore,eGon2035,4,wind_onshore,3774.746194277604,0.0,1.0,1.30865609175755,1.0,False,0.0,0,0,0,1.0,1.0,inf,PV,,3774.746194277604,3774.746194277604
50808 load shedding,,50808,load shedding,126893.65630950501,0.0,1.0,10000.016067035105,1.0,False,0.0,0,0,1,1.0,1.0,0.0,Slack,,126893.65630950501,126893.65630950501
50920 central_biomass_CHP_heat,eGon2035,50920,central_biomass_CHP_heat,1.652,0.0,0.9999999999999999,0.008436614162552144,0.9999999999999999,False,0.0,0,0,0,1.0,1.0,inf,Slack,,1.652,1.652
50920 load shedding,,50920,load shedding,126893.65630950501,0.0,1.0,10000.007046430255,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,126893.65630950501,126893.65630950501
51841 geo_thermal,eGon2035,51841,geo_thermal,166.19876134912994,0.0,1.0,0.0066540182690378825,1.0,False,0.0,0,0,0,1.0,1.0,inf,Slack,,166.19876134912994,166.19876134912994
51841 load shedding,,51841,load shedding,126893.65630950501,0.0,1.0,10000.023023496327,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,126893.65630950501,126893.65630950501
52040 load shedding,,52040,load shedding,20810559.634758823,0.0,0.9999999999999998,10000.007626359704,0.9999999999999998,False,0.0,0,0,1,1.0,1.0,0.0,Slack,,20810559.634758823,20810559.634758823
52041 load shedding,,52040,load shedding,63573721.81106201,0.0,0.9999999999999999,10000.007494408303,0.9999999999999999,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,63573721.81106201,63573721.81106201
52042 load shedding,,52040,load shedding,38448777.86178002,0.0,0.9999999999999997,10000.007748548613,0.9999999999999997,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,38448777.86178002,38448777.86178002
52043 load shedding,,52040,load shedding,30327583.857971698,0.0,0.9999999999999997,10000.007716160779,0.9999999999999997,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,30327583.857971698,30327583.857971698
52044 load shedding,,52040,load shedding,36037798.39189942,0.0,0.9999999999999998,10000.007503184479,0.9999999999999998,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,36037798.39189942,36037798.39189942
52052 load shedding,,52040,load shedding,34768861.828804374,0.0,1.0,10000.008068287976,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,34768861.828804374,34768861.828804374
52053 load shedding,,52040,load shedding,13323833.912498025,0.0,0.9999999999999999,10000.008171863288,0.9999999999999999,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,13323833.912498025,13323833.912498025
52055 load shedding,,52040,load shedding,28170391.70071011,0.0,0.9999999999999998,10000.007411092232,0.9999999999999998,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,28170391.70071011,28170391.70071011
52058 load shedding,,52040,load shedding,46189290.89665982,0.0,0.9999999999999999,10000.008033392196,0.9999999999999999,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,46189290.89665982,46189290.89665982
52059 load shedding,,52040,load shedding,29185540.95118615,0.0,0.9999999999999998,10000.007923402061,0.9999999999999998,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,29185540.95118615,29185540.95118615
52061 load shedding,,52040,load shedding,22079496.19785387,0.0,0.9999999999999997,10000.008613135127,0.9999999999999997,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,22079496.19785387,22079496.19785387
52064 load shedding,,52040,load shedding,18653367.477497235,0.0,0.9999999999999997,10000.007944530185,0.9999999999999997,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,18653367.477497235,18653367.477497235
52069 load shedding,,52040,load shedding,49361632.30439745,0.0,0.9999999999999999,10000.007508461744,0.9999999999999999,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,49361632.30439745,49361632.30439745
52074 load shedding,,52040,load shedding,26013199.543448526,0.0,0.9999999999999998,10000.007744643597,0.9999999999999998,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,26013199.543448526,26013199.543448526
52084 load shedding,,52040,load shedding,9263236.910593865,0.0,0.9999999999999998,10000.008640234255,0.9999999999999998,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,9263236.910593865,9263236.910593865
52086 load shedding,,52040,load shedding,21825708.885234863,0.0,0.9999999999999999,10000.00783141903,0.9999999999999999,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,21825708.885234863,21825708.885234863
6 biomass,eGon2035,4,biomass,42.08440336439642,0.0,1.0,42.10884536686919,1.0,False,0.0,0,0,0,1.0,1.0,inf,PV,,42.08440336439642,42.08440336439642
6 central_biomass_CHP,eGon2035,4,central_biomass_CHP,58.99401631659276,0.0,1.0,42.108833346583495,1.0,False,0.0,0,0,0,1.0,1.0,inf,PV,,58.99401631659276,58.99401631659276
6 industrial_biomass_CHP,eGon2035,4,industrial_biomass_CHP,405.46456589956756,0.0,0.9999999999999998,42.108244459590665,0.9999999999999998,False,0.0,0,0,0,1.0,1.0,inf,PV,,405.46456589956756,405.46456589956756
6 load shedding,,4,load shedding,42382481.20737467,0.0,0.9999999999999999,10000.008345353734,0.9999999999999999,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,42382481.20737467,42382481.20737467
6 solar,eGon2035,4,solar,2661.070156118087,0.0,1.0,0.017522550408349463,1.0,False,0.0,0,0,0,1.0,1.0,inf,PV,,2661.070156118087,2661.070156118087
6 solar_rooftop,eGon2035,4,solar_rooftop,2144.8358902358386,0.0,1.0,0.017037017223026047,1.0,False,0.0,0,0,0,1.0,1.0,inf,PV,,2144.8358902358386,2144.8358902358386
