bus,cluster,foreign,medoid_idx
13558,29,,
13559,29,,
1356,34,,
13569,73,,
13577,16,,
13591,37,,
1360,34,,
13611,28,,
13623,47,,
13624,47,,
1363,34,,
13631,76,,
1364,34,,
1365,34,,
13656,51,,
13659,51,,
1366,34,,
13660,51,,
13661,51,,
13662,51,,
13682,38,,
13683,38,,
13684,38,,
13685,38,,
13688,38,,
13689,38,,
13690,38,,
13692,38,,
13700,47,,
1371,35,,
1372,35,,
13725,31,,
13726,44,,
13734,60,,
13752,28,,
13758,75,,
13765,51,,
13766,51,,
13786,85,,
13787,85,,
13798,79,,
138,48,,
13812,51,,
13817,10,,
13831,85,,
13832,85,,
13835,85,,
13837,85,,
13870,21,,
13881,31,,
13890,51,,
13898,4,,
13926,85,,
1393,5,,
13931,47,,
13933,47,,
1394,5,,
13942,44,,
13943,44,,
13959,85,,
13975,14,,
13990,34,,
13996,51,,
14007,38,,
14008,68,,
14009,38,,
14010,38,,
14025,15,,
14032,39,,
14034,60,,
1405,7,,
14052,31,,
1406,7,,
14066,34,,
1407,7,,
1408,7,,
14108,85,,
1411,7,,
14111,40,,
14113,40,,
14114,85,,
14115,85,,
14142,14,,
14149,15,,
14188,12,,
14190,12,,
14194,12,,
1420,30,,
14201,12,,
1421,30,,
14229,21,,
14231,21,,
14232,21,,
14233,21,,
14234,21,,
14266,32,,
14267,32,,
143,52,,
14324,67,,
14340,41,,
14349,66,,
14353,66,,
14355,66,,
1438,44,,
1440,44,,
14405,28,,
14406,28,,28
14420,67,,
14437,29,,
1446,40,,
1447,40,,
14470,12,,
14472,12,,
14497,71,,
14522,3,,
1454,40,,
1455,40,,
1458,40,,
14610,82,,
1463,4,,
14636,15,,
14638,30,,
14652,50,,
14654,16,,
14657,42,,
14660,42,,
14663,58,,
14664,58,,
14667,58,,
14674,34,,
14675,34,,
14676,34,,
14689,31,,
14721,22,,
14723,22,,
14727,9,,
14737,34,,
1474,34,,
14741,34,,
1475,34,,
14750,1,,
14760,10,,
14761,10,,
14769,42,,
14770,42,,
14773,69,,
14776,69,,
14780,42,,
14789,10,,
14791,10,,
14799,51,,
1480,34,,
14809,75,,
14812,58,,
1482,34,,
14829,39,,
1485,39,,
14856,14,,
1486,39,,
14860,44,,
14863,62,,
14886,26,,
14887,26,,
1489,39,,
14890,64,,
14891,64,,
14892,64,,
14897,64,,
14900,16,,
14901,16,,
14903,16,,
14908,31,,
14910,31,,
14916,32,,
14918,32,,
14920,56,,
14921,56,,
14932,34,,
14938,34,,
1494,58,,
14953,1,,
14969,44,,
1497,58,,
14970,44,,
14974,44,,
1498,58,,
14986,29,,
14988,64,,
14993,56,,
14995,56,,
14996,56,,
15014,33,,
15017,33,,
15022,58,,
15023,58,,
15025,58,,
1503,29,,
15032,16,,
15038,58,,
15041,50,,
15043,50,,
15050,33,,
15051,33,,
1507,29,,
15070,51,,
15077,34,,
15080,16,,
15083,16,,
15084,16,,
1509,44,,
15090,30,,
15093,44,,
15102,51,,
15103,51,,
15105,51,,
1511,44,,
15110,9,,
15111,9,,
15112,9,,
15114,9,,
15115,9,,
15117,46,,
1513,44,,
15134,69,,
15138,69,,
1514,44,,
15141,84,,
1515,44,,
1516,44,,
15170,14,,
15171,14,,
1518,44,,44
15182,84,,
15185,20,,
15190,69,,69
15192,69,,
15195,69,,
15199,50,,
1520,44,,
15202,50,,
15203,50,,
15219,29,,
15220,29,,
15223,29,,
15224,29,,
15233,1,,
15242,69,,
15256,42,,
15257,42,,
15271,14,,
153,84,,
15317,20,,
15319,20,,
15324,34,,
15350,42,,
15369,51,,
15374,51,,
154,84,,
15427,51,,
1544,84,,
15445,33,,
15465,34,,
15468,34,,
1547,84,,
1549,79,,
15499,10,,10
15503,16,,
15504,16,,
15508,44,,
15510,44,,
15517,28,,
15518,28,,
15519,28,,
1552,40,,
15521,50,,
15522,50,,
15523,50,,
15525,28,,
15530,50,,
15532,28,,
15547,84,,
15549,84,,
15557,42,,
15572,84,,
15573,84,,
15574,84,,
15585,84,,
15589,22,,
15628,69,,
1564,15,,
15642,34,,
1566,15,,
15660,42,,
1567,15,,
1568,15,,
15681,44,,
15696,43,,43
15698,43,,
15701,33,,
1575,39,,
15758,42,,
15759,42,,
1576,39,,
15769,41,,
15774,20,,
158,84,,
15804,39,,
15805,39,,
1583,7,,
15840,34,,
15841,34,,
15891,41,,
15912,64,,
15915,42,,
15916,42,,
15937,24,,
15940,34,,
15941,34,,
15967,41,,
16,30,,
160,34,,
16004,8,,
16005,8,,
16027,33,,
1603,34,,
16055,39,,
16076,43,,
16077,8,,
161,34,,
16109,62,,
16115,62,,
16116,31,,
1613,39,,
16133,84,,
16134,84,,
1616,41,,
16193,31,,
16200,64,,
1629,61,,
16294,60,,
1637,40,,
16389,69,,
1640,40,,
16435,14,,
16436,14,,
16438,14,,
16439,14,,
16456,24,,
16459,24,,
16464,29,,
16466,29,,
16479,47,,
16483,69,,
16485,69,,
16491,41,,
16498,47,,
16506,44,,
16513,0,,
16514,0,,
16526,52,,
16527,52,,
16563,60,,
16565,60,,
16566,60,,
16576,47,,
16583,47,,
16585,47,,
1659,7,,
16590,16,,
16598,24,,
1660,7,,
16603,84,,
16605,84,,
16607,84,,
16608,84,,
16611,84,,
16615,73,,
16616,73,,
16628,26,,
16630,26,,
16633,44,,
16637,47,,
16638,47,,
16643,83,,
16647,83,,
16651,42,,
16653,42,,
16665,84,,
16680,67,,
16691,44,,
16703,83,,
16705,83,,
16724,84,,
16725,84,,
16739,61,,
16752,44,,
16755,44,,
16757,44,,
1676,23,,
16760,44,,
16771,51,,
16772,51,,
16775,51,,
16776,69,,
16777,69,,
16781,69,,
16795,49,,
1680,32,,
16803,51,,
16812,44,,
16813,44,,
16825,34,,
16829,73,,
16834,73,,
1684,32,,32
16844,47,,
1685,32,,
16852,33,,
16855,33,,
1686,32,,
16860,60,,
16862,60,,
16867,42,,
16877,44,,
16878,44,,
16879,44,,
1689,3,,
1693,3,,
16930,55,,
16932,55,,
16941,55,,
1695,3,,
16954,34,,
1696,3,,
16967,60,,
16968,52,,
16969,60,,
1697,3,,
16978,57,,
16980,57,,
16996,39,,
1702,70,,
17024,33,,
17025,33,,
17072,84,,
1709,23,,
17095,34,,
171,34,,
1710,23,,
17101,34,,
17102,34,,
17120,49,,
17131,34,,
17154,30,,
17155,30,,
17156,30,,
17157,30,,
1718,3,,
17205,47,,
17226,23,,
1723,23,,
1724,3,,
17249,0,,
1726,3,,
17261,47,,
17265,47,,
1727,3,,
17297,51,,
17298,51,,
173,49,,
17300,34,,
1733,55,,
17343,69,,
1736,23,,
17397,44,,
174,49,,
1740,23,,
17401,44,,
17403,44,,
1743,23,,
17432,44,,
17443,10,,
17450,47,,
17454,47,,
17458,30,,
17460,30,,
175,49,,
17524,66,,
17539,29,,
1754,53,,
17546,29,,
17550,41,,
17552,41,,
17578,41,,
17579,41,,
17585,30,,
17591,83,,
17604,73,,
17607,73,,
17628,0,,0
17680,15,,
17682,15,,
17695,59,,
1770,55,,
17719,39,,
17729,60,,
17738,15,,
1774,55,,
17773,34,,
17774,34,,
17777,34,,
17781,34,,
178,49,,
1780,55,,
1783,55,,
1785,55,,
17860,60,,
17862,60,,
1787,55,,
1789,55,,
1791,55,,
1797,23,,
1798,23,,
1801,23,,
18017,39,,
18036,60,,
18039,29,,
18042,29,,
18044,29,,
18063,49,,
18078,33,,
18087,70,,
18089,70,,
18098,4,,
18099,4,,
181,30,,
1810,23,,
18101,4,,
18102,4,,
18107,15,,
18113,12,,
18115,12,,
18116,12,,
18130,15,,
18133,4,,
18134,4,,
18146,70,,
1815,3,,
18150,70,,
18157,35,,
1816,3,,
18160,35,,
18172,19,,
18173,19,,
18175,19,,
18178,19,,
18190,22,,
18191,22,,
18195,22,,
18197,4,,
18199,4,,
18210,49,,
18214,49,,
18215,49,,
18216,49,,
18217,49,,
18225,70,,
18229,70,,
18230,70,,
1825,28,,
18253,4,,
18254,4,,
18255,4,,
1826,28,,
18262,39,,
18263,39,,
18278,34,,
18295,33,,
1830,70,,
18301,1,,
18306,70,,
18310,66,,
18311,66,,
18315,66,,
18318,66,,
18322,49,,
18323,15,,
18331,16,,
18333,16,,
18341,4,,
18344,19,,
18345,19,,
18346,19,,
18349,19,,
1836,70,,
18366,15,,
18371,15,,
18390,41,,
18392,41,,
18396,58,,
18397,58,,
18399,58,,
1840,23,,
18403,70,,
18411,15,,
18413,39,,
18427,15,,
1845,27,,
18451,60,,
18453,60,,
18458,35,,
18461,49,,
18462,49,,
1848,3,,
1849,3,,
185,30,,
1850,27,,
18504,49,,
18508,1,,
1851,27,,
18516,15,,
18544,83,,
18557,4,,
18558,4,,
1856,26,,
18560,4,,
18562,4,,
18563,4,,
18564,4,,
18567,4,,
1857,26,,
18571,4,,
18578,83,,
186,30,,
18600,67,,
1861,53,,
1862,53,,
18644,15,,
18645,15,,
18649,15,,
18653,19,,
1869,23,,
18694,15,,
18697,67,,
1870,23,,
18704,83,,
18706,83,,
18712,85,,
18714,83,,
18716,83,,
18722,83,,
18724,83,,
18728,15,,
18734,19,,
18737,19,,
18738,19,,
18756,1,,
18781,15,,
1881,65,,
18819,33,,
1882,65,,
18820,33,,
18822,33,,
1883,65,,
18836,83,,
18837,83,,
18839,83,,
18840,83,,
1885,65,,
18881,16,,
18883,16,,
18903,66,,
1892,23,,
1893,23,,
1895,23,,
18953,66,,
18976,49,,
18978,49,,
18981,49,,
18985,33,,
19,30,,
1905,45,,
19056,19,,
19058,19,,
19064,29,,
1907,77,,
19073,4,,
1908,77,,
19098,4,,
19099,4,,
1911,23,,
1912,23,,
19120,83,,
19122,83,,
19123,83,,
19124,83,,
1914,36,,
19140,4,,
19146,74,,
19147,74,,
1915,36,,
19152,74,,
19154,74,,
1916,36,,
19166,83,,
1917,36,,
19170,83,,
1918,36,,
19204,83,,
19206,83,,
19214,19,,
1926,36,,
19278,33,,
19279,33,,
1928,3,,
19280,33,,
19282,33,,
19284,33,,
1930,3,,
19301,49,,
19335,4,,
19336,4,,
19337,4,,
19338,4,,
19339,4,,
19340,4,,
19341,4,,
19345,4,,
1936,3,,
1937,3,,
1938,3,,
1939,3,,
19392,4,,
19393,4,,
19395,4,,
194,47,,
1940,3,,
1941,3,,
1944,59,,
1945,59,,
1947,63,,
1948,63,,
19497,42,,
19539,16,,
19566,16,,
1957,8,,
19577,15,,
19579,15,,
1958,8,,
19580,15,,
1960,8,,
1963,8,,
1966,8,,
19682,39,,
19683,15,,
1969,8,,
197,12,,
1970,73,,
1972,73,,
1974,24,,
19774,4,,
19776,4,,
19797,83,,
1987,65,,
1988,65,,
1994,70,,
1997,70,,
19972,14,,
1998,70,,
1999,70,,
2,61,,
200,47,,
2000,70,,
2002,65,,
2003,65,,
2004,65,,
2005,65,,
20050,72,,
20068,44,,
2007,65,,
20072,44,,
201,47,,
2010,65,,
20103,64,,
20116,44,,
2013,65,,
20142,3,,
2015,65,,
20150,80,,
20253,23,,
20268,23,,
2031,23,,
2034,23,,
2035,23,,
2038,23,,
2054,77,,
2055,77,,
2057,77,,
2059,8,,
2061,8,,
20623,55,,
20693,85,,
2070,23,,
20702,67,,
20704,67,,
2071,23,,
20715,51,,
20720,40,,
20734,67,,
2074,3,,
2075,3,,
20754,51,,
20765,85,,
20788,44,,
2080,55,,
20812,67,,
20813,67,,
20837,44,,
20838,82,,
2084,55,,
20880,67,,
20882,30,,
20884,85,,
209,40,,
2090,3,,
2096,3,,
2097,3,,
210,40,,
2106,3,,
2109,44,,
21141,44,,
2116,23,,
2117,23,,
2118,23,,
2123,23,,
213,28,,
2130,55,,
21309,85,,
21310,85,,
2132,34,,
2133,34,,
21339,82,,
2137,23,,
2140,23,,
2141,23,,
21439,11,,
2144,23,,
21441,11,,
21445,53,,
21446,14,,
21447,14,,
21453,51,,
21461,67,,
21462,67,,
21487,31,,
21489,85,,
21491,63,,
21496,43,,
21530,43,,
21540,43,,
21550,43,,
2156,3,,
21563,14,,
21569,79,,
2157,3,,
21570,79,,
21576,29,,
21581,14,,
21596,,43775,
21606,68,,
21622,29,,
21624,29,,
2164,3,,
2165,3,,
2166,3,,
21675,36,,
21679,4,,
21686,49,,
21687,49,,
21698,68,,
217,44,,
21707,53,,
21714,21,,
21717,34,,
21719,55,,
2172,70,,
21726,85,,
2173,70,,
21738,33,,
2174,70,,
21740,53,,
21742,66,,
21743,66,,
21745,79,,
21748,40,,
21749,40,,
21755,29,,
21768,1,,
2177,70,,
21772,59,,
21774,64,,
21781,76,,
21786,40,,
21788,40,,
2179,65,,
21793,14,,
21795,40,,
218,44,,
21808,85,,
21810,53,,
21812,55,,
21813,85,,
21815,23,,
21817,14,,
21826,30,,
2184,65,,
21841,3,,
21849,1,,
21853,14,,
21857,38,,
21858,38,,
21859,81,,
21860,81,,
21861,81,,81
21862,81,,
21870,82,,
21871,82,,
21881,85,,
21885,85,,
21893,85,,
21894,60,,
21897,80,,
219,62,,
2190,65,,
21911,80,,
21912,80,,
21913,47,,
21918,79,,
21919,40,,
21920,40,,
21921,40,,
21926,47,,
2193,65,,
21938,36,,
2194,65,,
21952,60,,
21956,23,,
21961,51,,
21962,51,,
21963,64,,
21964,64,,
21966,15,,
2197,65,,
21975,80,,
21978,75,,
21980,75,,
21981,3,,
21984,81,,
21989,23,,
2199,65,,
220,62,,
2200,23,,
22001,82,,
22003,53,,
22004,53,,
22005,36,,
22008,53,,
2201,23,,
22013,53,,
22017,53,,
22020,82,,
22021,82,,
22023,64,,
22027,64,,
22028,64,,
22032,53,,
22034,53,,
22037,64,,
22038,64,,
22042,64,,
22047,72,,
2205,23,,
22051,78,,
22052,79,,
22055,64,,
22056,64,,
22057,64,,
22059,64,,
2206,23,,
22060,64,,
22063,64,,
22064,64,,
22069,40,,
2207,23,,
22070,40,,
22072,15,,
22081,19,,
22089,81,,
22090,65,,
22100,81,,
22101,81,,
22104,80,,
22107,75,,
22109,30,,
22113,80,,
22114,68,,
22115,82,,
22119,64,,
22120,80,,
22123,80,,
22126,79,,
22128,53,,
22132,33,,
22133,68,,
22134,68,,
22135,64,,
22136,82,,
22138,85,,
22139,85,,
22142,80,,
22146,80,,
22147,53,,
2215,23,,
22152,53,,
22153,64,,
22157,64,,
22163,82,,
22167,11,,
22168,12,,
22172,53,,
22176,53,,
22177,53,,
22178,82,,
22179,82,,
2218,53,,
22189,40,,
2219,23,,
22196,38,,
22203,82,,
22206,14,,
22215,85,,
22221,85,,85
22222,85,,
22223,85,,
22229,85,,
2223,3,,
22236,66,,
22238,85,,
2224,3,,
22241,66,,
22244,66,,
22245,85,,
22246,85,,
22252,81,,
22256,67,,
22258,67,,
2226,3,,
22267,67,,
22268,14,,
2227,3,,
22270,66,,
22276,66,,
22280,14,,
22283,14,,
22298,66,,
22300,12,,
22304,30,,
22308,14,,
22309,14,,
22313,16,,
22318,68,,
22319,67,,
22320,67,,
22323,59,,
22325,14,,
22327,14,,
22332,36,,
22334,14,,
22339,67,,
22340,85,,
22341,14,,
22344,59,,
22355,72,,
22356,72,,
22362,72,,
22376,79,,
2238,28,,
22382,81,,
22384,64,,
22386,16,,
22387,22,,
22388,22,,
22394,16,,
22397,22,,
224,44,,
2240,28,,
22406,1,,
22444,35,,
22445,3,,
22448,68,,
22473,30,,30
22475,52,,
22478,85,,
22479,67,,
22485,80,,
22504,64,,
22553,40,,
2256,77,,
22560,53,,
2258,77,,
22581,64,,
22583,63,,
22588,14,,
22597,16,,
22613,56,,
22614,56,,
22635,67,,
2267,23,,
22695,17,,
22700,66,,
22718,71,,
2272,23,,
22724,14,,
22742,38,,
22746,38,,
22749,64,,
22754,74,,
22760,59,,
22769,50,,
22780,40,,
22800,74,,
22821,27,,
22823,3,,
22829,65,,
2283,23,,
22841,36,,
22856,44,,
22911,31,,
22947,12,,
22948,67,,
22952,19,,
2297,70,,
22981,30,,
22983,62,,
22986,21,,
22988,24,,
22989,24,,
22991,22,,
22994,18,,
22997,30,,
22998,7,,
23005,65,,
23008,14,,
23013,62,,
23019,24,,24
23020,67,,
23024,75,,
23025,75,,
23028,75,,
23029,75,,
23032,82,,
23034,15,,
23036,23,,
23037,19,,
23041,78,,
23043,14,,
23050,54,,
23051,54,,
23058,4,,
23059,4,,
23060,60,,
23061,60,,
23062,60,,
23063,60,,
23066,47,,
2307,3,,
23076,79,,
23083,50,,
23089,23,,
23099,82,,
231,44,,
23100,82,,
23101,35,,
23106,22,,
23107,22,,
23109,16,,
23110,16,,
23116,67,,
23122,81,,
23123,44,,
23124,44,,
23125,67,,
23126,67,,
23127,29,,
23128,53,,
23144,53,,
23149,47,,
23150,34,,
23151,53,,
23155,83,,
23170,47,,
23173,3,,
23175,47,,
23177,47,,
23178,47,,
23187,19,,
23188,19,,
23189,1,,
23191,47,,
23195,30,,
23198,7,,
232,44,,
23203,56,,
23207,75,,
2322,23,,
23220,53,,
23224,47,,
23228,74,,
23232,82,,
23234,47,,
23236,53,,
23246,53,,
23251,83,,
23254,23,,
23255,23,,
23257,50,,
23258,74,,
23264,82,,
23270,80,,
23274,67,,
23276,53,,
23278,34,,
2328,23,,
23286,62,,
23289,85,,
23291,22,,
23292,22,,
23293,40,,
2330,23,,
23303,83,,
23304,49,,
23305,49,,
23306,74,,
2331,23,,
23312,24,,
23315,39,,
23319,30,,
23329,24,,
2333,23,,
23330,47,,
23332,30,,
23336,30,,
23340,80,,
2335,23,,
23350,53,,
23353,4,,
23358,74,,
2336,23,,
23361,56,,
23363,36,,
2337,23,,
23373,80,,
23374,22,,
23382,33,,33
23388,78,,
23389,49,,
23396,71,,
23397,71,,
23398,56,,
23402,21,,
23404,21,,
2342,74,,
23423,56,,
23427,81,,
23428,70,,
23430,40,,
23431,40,,
2344,23,,
23444,47,,
23446,2,,
23447,76,,
2345,23,,
23451,14,,
23453,53,,
23454,53,,
2346,23,,
23464,68,,
23467,1,,
23468,65,,
23473,7,,
23477,65,,
23482,15,,
23487,62,,
23489,40,,
2349,53,,
23490,40,,
23493,40,,
2350,23,,
23502,62,,
23504,59,,
23507,62,,
23517,37,,
23523,82,,
23528,50,,
2353,55,,
23530,50,,
23532,82,,
23535,85,,
23541,68,,
23542,68,,
23545,78,,
23546,76,,
2355,55,,
23552,14,,
23562,31,,
23567,82,,
23568,82,,
23570,60,,
23577,6,,
2358,55,,
23580,81,,
23581,81,,
23592,60,,
23593,60,,
23596,49,,
23597,53,,
23601,62,,
23604,71,,
23623,7,,
23624,2,,
23626,2,,
23637,24,,
23638,20,,
23641,3,,
23642,39,,
23646,9,,
23649,14,,
23658,67,,
23668,24,,
2367,70,,
23683,51,,
23696,82,,82
23697,82,,
23700,82,,
23702,75,,
23704,51,,
23705,51,,
23714,78,,
23721,82,,
23725,78,,78
23733,75,,
23736,4,,
23737,4,,
23745,76,,
23758,33,,
2376,26,,
23763,75,,
23765,75,,
23768,14,,
2377,23,,
23770,14,,
23773,20,,
23776,78,,
23780,82,,
23781,82,,
23784,82,,
23785,83,,
23786,83,,
23787,51,,
23789,82,,
2379,23,,
23791,82,,
23798,68,,
23799,51,,
23800,51,,
23805,68,,
23807,32,,
23812,82,,
23813,82,,
23814,82,,
23815,51,,
23816,51,,
23819,83,,
23821,64,,
23835,74,,
23837,74,,
23842,80,,
23843,6,,
23852,82,,
23862,82,,
23863,19,,
23877,76,,
23890,15,,
23892,15,,
23896,72,,
23899,14,,
23907,33,,
23912,72,,
23914,85,,
23917,14,,
23920,40,,
23924,14,,
23928,80,,
23939,14,,
2394,3,,
23949,65,,
23952,51,,
23955,79,,
23956,2,,
23965,24,,
2397,3,,
23970,30,,
23978,75,,
23979,82,,
2398,3,,
2399,3,,
24005,4,,
24010,39,,
24013,80,,
24014,53,,
24016,2,,
24019,68,,
24020,51,,
24023,15,,
24028,85,,
24029,85,,
24034,2,,
24035,2,,
24047,85,,
24049,12,,
24057,59,,
24069,67,,
24073,14,,
24078,67,,
24079,67,,
24082,1,,1
24083,1,,
24089,79,,
24094,66,,
2410,23,,
24106,22,,
2412,23,,
24129,83,,
24135,85,,
24136,85,,
24137,14,,
24140,51,,
24150,54,,
24153,67,,
24156,78,,
24161,35,,
24168,4,,
24170,14,,
24172,67,,
24175,35,,
24179,35,,
24203,65,,
24204,12,,
24215,54,,
24226,4,,
24227,4,,
24238,4,,
2425,55,,
24262,14,,
24265,67,,
2427,55,,
24283,4,,
24284,85,,
24285,85,,
24297,4,,
24305,4,,
24306,4,,
24307,4,,
24308,4,,
2431,55,,
24314,4,,
24315,4,,
24317,4,,
24321,16,,
24323,60,,
24324,16,,
24327,16,,
24328,16,,
24329,19,,
2433,55,,
24330,4,,
24332,19,,
24334,16,,
24338,16,,
24340,60,,
24342,60,,
24343,60,,
24344,60,,
2435,55,,
24352,49,,
24353,49,,
24360,16,,
24362,72,,
24364,16,,
24368,22,,
24370,60,,
24373,22,,
24376,49,,
24377,67,,
2438,55,,
24382,1,,
24390,1,,
24391,85,,
24397,16,,
24398,22,,
24407,9,,
24411,16,,
2443,3,,
24440,82,,
24442,22,,
24443,3,,
24447,22,,
24448,22,,
24449,39,,
24451,51,,
24452,51,,
2446,3,,
24467,67,,
24473,80,,
24478,56,,
24480,1,,
24484,68,,
