name,scn_name,v_nom,carrier,x,y,country,control,generator
43778,eGon2035,380.0,AC,15.238200383770577,49.84255074731976,CZ,PV,43778 coal
43779,eGon2035,380.0,AC,9.73224872983087,55.99042991134832,DK,PV,43779 coal
43780,eGon2035,380.0,AC,12.2839744286048,55.50990254373553,DK,Slack,43780 coal
43781,eGon2035,380.0,AC,3.1555151587908,46.808684469407666,FR,PV,43781 nuclear
43782,eGon2035,380.0,AC,-6.097540942585511,54.6687787490669,GB,Slack,43782 lignite
43783,eGon2035,380.0,AC,-1.9756813895020315,53.282087722259334,GB,Slack,43783 coal
43784,eGon2035,380.0,AC,6.130510690868267,49.6773404049915,LU,PQ,
43785,eGon2035,380.0,AC,5.55144817647059,52.374286058823536,NL,PV,43785 nuclear
43786,eGon2035,380.0,AC,8.605317995983397,60.97891064521747,NO,PV,43786 others
43787,eGon2035,380.0,AC,18.902232738057837,51.57212911875295,PL,PV,43787 coal
43788,eGon2035,380.0,AC,16.277634034498558,61.35776074926747,SE,PV,43788 nuclear
48639,eGon2035,1.0,CH4,13.60427444018489,47.549498217049525,AT,Slack,48639 CH4
48640,eGon2035,1.0,CH4,4.798653786209867,50.74318840599844,BE,Slack,48640 CH4
48641,eGon2035,1.0,CH4,8.207947631625533,46.82343065666129,CH,Slack,48641 load shedding
48642,eGon2035,1.0,CH4,15.238200383770577,49.84255074731976,CZ,Slack,48642 CH4
48643,eGon2035,1.0,CH4,9.73224872983087,55.99042991134832,DK,Slack,48643 CH4
48644,eGon2035,1.0,CH4,3.1555151587908,46.808684469407666,FR,Slack,48644 CH4
48645,eGon2035,1.0,CH4,-6.097540942585511,54.6687787490669,GB,Slack,48645 CH4
48646,eGon2035,1.0,CH4,6.130510690868267,49.6773404049915,LU,Slack,48646 CH4
48647,eGon2035,1.0,CH4,5.55144817647059,52.374286058823536,NL,Slack,48647 CH4
48648,eGon2035,1.0,CH4,8.605317995983397,60.97891064521747,NO,Slack,48648 CH4
48649,eGon2035,1.0,CH4,18.902232738057837,51.57212911875295,PL,Slack,48649 CH4
48650,eGon2035,1.0,CH4,16.277634034498558,61.35776074926747,SE,Slack,48650 CH4
48652,eGon2035,1.0,CH4,41.0,55.0,RU,Slack,48652 CH4
48653,eGon2035,1.0,H2_saltcavern,13.861111175146059,51.955990424487325,DE,Slack,48653 load shedding
48679,eGon2035,1.0,H2_saltcavern,11.539808781352138,52.4565273565467,DE,Slack,48679 load shedding
48680,eGon2035,1.0,H2_saltcavern,13.306740328833598,53.60271901842344,DE,Slack,48680 load shedding
48695,eGon2035,1.0,H2_saltcavern,10.241452273921551,52.68939409717435,DE,Slack,48695 load shedding
48697,eGon2035,1.0,H2_saltcavern,6.724000442443387,51.79937786158207,DE,Slack,48697 load shedding
48700,eGon2035,1.0,H2_saltcavern,9.154034872528888,52.003531117161984,DE,Slack,48700 load shedding
48707,eGon2035,1.0,H2_saltcavern,7.284137451310069,52.74441233556374,DE,Slack,48707 load shedding
48717,eGon2035,1.0,H2_saltcavern,11.725169316158059,51.39996756476099,DE,Slack,48717 load shedding
48718,eGon2035,1.0,H2_saltcavern,10.79408436315105,51.14537053230473,DE,Slack,48718 load shedding
48763,eGon2035,1.0,H2_saltcavern,9.561299135828605,54.134028410151096,DE,Slack,48763 load shedding
48810,eGon2035,1.0,H2_saltcavern,8.676031551671809,53.32115719387435,DE,Slack,48810 load shedding
5,eGon2035,380.0,AC,7.008885702495732,49.76466863547879,DE,PV,5 biomass
50808,eGon2035,1.0,central_heat,12.075598907881751,50.868595183757535,DE,Slack,50808 load shedding
50920,eGon2035,1.0,central_heat,13.760641350171857,51.038391527313564,DE,Slack,50920 central_biomass_CHP_heat
51841,eGon2035,1.0,central_heat,10.032159793797499,53.57672785510242,DE,Slack,51841 geo_thermal
52040,eGon2035,1.0,rural_heat,7.17582784393792,49.77360336202787,DE,Slack,52040 load shedding
52041,eGon2035,1.0,rural_heat,6.9768553597795515,51.20738096800218,DE,Slack,52041 load shedding
52042,eGon2035,1.0,rural_heat,8.522380236421093,51.8473057465416,DE,Slack,52042 load shedding
52043,eGon2035,1.0,rural_heat,10.267610757094243,52.77889176285164,DE,Slack,52043 load shedding
52044,eGon2035,1.0,rural_heat,11.898865499245447,48.86964362919458,DE,Slack,52044 load shedding
52052,eGon2035,1.0,rural_heat,10.566545364275854,48.3000721850223,DE,Slack,52052 load shedding
52053,eGon2035,1.0,rural_heat,13.491689008217856,53.642104139243926,DE,Slack,52053 load shedding
52055,eGon2035,1.0,rural_heat,8.87148820841339,48.36240929034038,DE,Slack,52055 load shedding
52058,eGon2035,1.0,rural_heat,13.637244344121857,52.1113279263678,DE,Slack,52058 load shedding
52059,eGon2035,1.0,rural_heat,12.451697593484981,51.17594833767852,DE,Slack,52059 load shedding
52061,eGon2035,1.0,rural_heat,9.690145858192906,54.101984832718834,DE,Slack,52061 load shedding
52064,eGon2035,1.0,rural_heat,11.817828169317234,52.80703514104978,DE,Slack,52064 load shedding
52069,eGon2035,1.0,rural_heat,8.745820489157495,49.76516596691774,DE,Slack,52069 load shedding
52074,eGon2035,1.0,rural_heat,11.055324172478626,50.851924251723915,DE,Slack,52074 load shedding
52084,eGon2035,1.0,rural_heat,7.305394205359531,52.85369142182207,DE,Slack,52084 load shedding
52086,eGon2035,1.0,rural_heat,8.495303167620884,53.23560717879075,DE,Slack,52086 load shedding
6,eGon2035,380.0,AC,12.10909520506374,53.2508228590125,DE,PV,6 biomass
64835,eGon2035,1.0,central_heat_store,12.075598907881751,50.868595183757535,DE,Slack,64835 load shedding
64947,eGon2035,1.0,central_heat_store,13.760641350171857,51.038391527313564,DE,Slack,64947 load shedding
65868,eGon2035,1.0,central_heat_store,10.032159793797499,53.57672785510242,DE,Slack,65868 load shedding
66067,eGon2035,1.0,rural_heat_store,7.17582784393792,49.77360336202787,DE,Slack,66067 load shedding
66068,eGon2035,1.0,rural_heat_store,6.9768553597795515,51.20738096800218,DE,Slack,66068 load shedding
66069,eGon2035,1.0,rural_heat_store,8.522380236421093,51.8473057465416,DE,Slack,66069 load shedding
66070,eGon2035,1.0,rural_heat_store,10.267610757094243,52.77889176285164,DE,Slack,66070 load shedding
66071,eGon2035,1.0,rural_heat_store,11.898865499245447,48.86964362919458,DE,Slack,66071 load shedding
66079,eGon2035,1.0,rural_heat_store,10.566545364275854,48.3000721850223,DE,Slack,66079 load shedding
66080,eGon2035,1.0,rural_heat_store,13.491689008217856,53.642104139243926,DE,Slack,66080 load shedding
66082,eGon2035,1.0,rural_heat_store,8.87148820841339,48.36240929034038,DE,Slack,66082 load shedding
66085,eGon2035,1.0,rural_heat_store,13.637244344121857,52.1113279263678,DE,Slack,66085 load shedding
66086,eGon2035,1.0,rural_heat_store,12.451697593484981,51.17594833767852,DE,Slack,66086 load shedding
66088,eGon2035,1.0,rural_heat_store,9.690145858192906,54.101984832718834,DE,Slack,66088 load shedding
66091,eGon2035,1.0,rural_heat_store,11.817828169317234,52.80703514104978,DE,Slack,66091 load shedding
66096,eGon2035,1.0,rural_heat_store,8.745820489157495,49.76516596691774,DE,Slack,66096 load shedding
66101,eGon2035,1.0,rural_heat_store,11.055324172478626,50.851924251723915,DE,Slack,66101 load shedding
66111,eGon2035,1.0,rural_heat_store,7.305394205359531,52.85369142182207,DE,Slack,66111 load shedding
66113,eGon2035,1.0,rural_heat_store,8.495303167620884,53.23560717879075,DE,Slack,66113 load shedding
69914,eGon2035,1.0,Li_ion,12.449509227554932,51.175967250965414,DE,Slack,69914 load shedding
69915,eGon2035,1.0,Li_ion,13.63697630301447,52.10931056830268,DE,Slack,69915 load shedding
69920,eGon2035,1.0,Li_ion,10.56787518809057,48.29968876330441,DE,Slack,69920 load shedding
69924,eGon2035,1.0,Li_ion,10.272359086210251,52.774234337715214,DE,Slack,69924 load shedding
69925,eGon2035,1.0,Li_ion,6.977102893688539,51.20679062136128,DE,Slack,69925 load shedding
69929,eGon2035,1.0,Li_ion,8.520850283093422,51.8469644633011,DE,Slack,69929 load shedding
69931,eGon2035,1.0,Li_ion,8.745621427388869,49.76422250673749,DE,Slack,69931 load shedding
69958,eGon2035,1.0,Li_ion,11.900031688318641,48.86927255337159,DE,Slack,69958 load shedding
7,eGon2035,380.0,AC,12.290586500000002,48.4380541,DE,PV,7 biomass
70054,eGon2035,1.0,Li_ion,8.496967495087203,53.235121334894785,DE,Slack,70054 load shedding
70058,eGon2035,1.0,Li_ion,8.870817406783862,48.360112238389256,DE,Slack,70058 load shedding
70154,eGon2035,1.0,Li_ion,13.496332918661988,53.64558229301056,DE,Slack,70154 load shedding
70292,eGon2035,1.0,Li_ion,11.055936761484036,50.8499719817695,DE,Slack,70292 load shedding
70304,eGon2035,1.0,Li_ion,9.694926230814234,54.1043095105253,DE,Slack,70304 load shedding
70310,eGon2035,1.0,Li_ion,7.309747214601773,52.84625364545758,DE,Slack,70310 load shedding
70512,eGon2035,1.0,Li_ion,7.173512900216676,49.77239019254224,DE,Slack,70512 load shedding
70797,eGon2035,1.0,Li_ion,11.818881608786358,52.801982440777614,DE,Slack,70797 load shedding
70798,eGon2035,1.0,CH4,9.809392,50.787905,DE,Slack,70798 CH4_NG
70812,eGon2035,1.0,H2_grid,9.809392,50.787905,DE,Slack,70812 load shedding
70813,eGon2035,1.0,central_heat,10.351620454230552,48.366151338313855,DE,Slack,70813 central_biomass_CHP_heat
70814,eGon2035,1.0,central_heat,8.843510562008682,48.40480484800544,DE,Slack,70814 central_biomass_CHP_heat
70815,eGon2035,1.0,central_heat,12.160874012310915,48.79376840122198,DE,Slack,70815 central_biomass_CHP_heat
70816,eGon2035,1.0,central_heat,11.662832259805288,48.23967696330402,DE,Slack,70816 central_biomass_CHP_heat
70817,eGon2035,1.0,central_heat,8.693390221476006,49.85872058235478,DE,Slack,70817 central_biomass_CHP_heat
70818,eGon2035,1.0,central_heat,11.041523271047863,50.68331614604533,DE,Slack,70818 central_biomass_CHP_heat
70819,eGon2035,1.0,central_heat,7.163802234952328,49.72930374024484,DE,Slack,70819 central_biomass_CHP_heat
70820,eGon2035,1.0,central_heat,12.410673154974127,51.03809557949729,DE,Slack,70820 central_biomass_CHP_heat
70821,eGon2035,1.0,central_heat,7.001074507728953,51.14017037279384,DE,Slack,70821 central_biomass_CHP_heat
70822,eGon2035,1.0,central_heat,8.580056787753774,51.90119057248863,DE,Slack,70822 central_biomass_CHP_heat
70824,eGon2035,1.0,central_heat,13.69724244602989,51.9935857354807,DE,Slack,70824 central_biomass_CHP_heat
70826,eGon2035,1.0,central_heat,10.28252350781999,52.94875231117167,DE,Slack,70826 central_biomass_CHP_heat
70827,eGon2035,1.0,central_heat,7.3076764478056235,51.560906212328334,DE,Slack,70827 load shedding
70828,eGon2035,1.0,central_heat,8.482573774051984,53.17145446412935,DE,Slack,70828 central_biomass_CHP_heat
70829,eGon2035,1.0,central_heat,11.897657579059148,52.97497408126624,DE,Slack,70829 central_biomass_CHP_heat
70830,eGon2035,1.0,central_heat,7.452733289195281,53.209986501694715,DE,Slack,70830 central_biomass_CHP_heat
70831,eGon2035,1.0,central_heat,13.492118160105452,53.70172146637016,DE,Slack,70831 central_biomass_CHP_heat
70832,eGon2035,1.0,central_heat,9.696546354065378,54.17744419119961,DE,Slack,70832 central_biomass_CHP_heat
70833,eGon2035,1.0,central_heat_store,10.351620454230552,48.366151338313855,DE,Slack,70833 load shedding
70834,eGon2035,1.0,central_heat_store,8.843510562008682,48.40480484800544,DE,Slack,70834 load shedding
70835,eGon2035,1.0,central_heat_store,12.160874012310915,48.79376840122198,DE,Slack,70835 load shedding
70836,eGon2035,1.0,central_heat_store,11.662832259805288,48.23967696330402,DE,Slack,70836 load shedding
70837,eGon2035,1.0,central_heat_store,8.693390221476006,49.85872058235478,DE,Slack,70837 load shedding
70838,eGon2035,1.0,central_heat_store,11.041523271047863,50.68331614604533,DE,Slack,70838 load shedding
70839,eGon2035,1.0,central_heat_store,7.163802234952328,49.72930374024484,DE,Slack,70839 load shedding
70840,eGon2035,1.0,central_heat_store,12.410673154974127,51.03809557949729,DE,Slack,70840 load shedding
70841,eGon2035,1.0,central_heat_store,7.001074507728953,51.14017037279384,DE,Slack,70841 load shedding
70842,eGon2035,1.0,central_heat_store,8.580056787753774,51.90119057248863,DE,Slack,70842 load shedding
70843,eGon2035,1.0,central_heat_store,13.69724244602989,51.9935857354807,DE,Slack,70843 load shedding
70844,eGon2035,1.0,central_heat_store,10.28252350781999,52.94875231117167,DE,Slack,70844 load shedding
70845,eGon2035,1.0,central_heat_store,7.3076764478056235,51.560906212328334,DE,Slack,70845 load shedding
70846,eGon2035,1.0,central_heat_store,8.482573774051984,53.17145446412935,DE,Slack,70846 load shedding
70847,eGon2035,1.0,central_heat_store,11.897657579059148,52.97497408126624,DE,Slack,70847 load shedding
70848,eGon2035,1.0,central_heat_store,7.452733289195281,53.209986501694715,DE,Slack,70848 load shedding
70849,eGon2035,1.0,central_heat_store,13.492118160105452,53.70172146637016,DE,Slack,70849 load shedding
70850,eGon2035,1.0,central_heat_store,9.696546354065378,54.17744419119961,DE,Slack,70850 load shedding
8,eGon2035,380.0,AC,8.348429000000001,53.253598000000004,DE,PV,8 biomass
9,eGon2035,380.0,AC,13.547022400000001,53.678640300000005,DE,PV,9 biomass
