name,bus,p_nom_max,marginal_cost,p_nom,control,up_time_before,carrier,p_max_pu,e_nom_max,p_nom_opt
36054 industrial_biomass_CHP,36054,inf,42.116011491410404,0.752462325619316,PV,0,industrial_biomass_CHP,1.0,inf,0.752462325619316
36054 load shedding,36054,inf,10000.007627613297,126893.65630950501,PQ,1,load shedding,1.0,0.0,126893.65630950501
36054 others,36054,inf,0.002828958025019285,8.002240627375665,PV,0,others,1.0,inf,8.002240627375665
36054 solar,36054,inf,0.011166012556482748,3.9384347340942645,PV,0,solar,1.0,inf,3.9384347340942645
36054 solar_rooftop,36054,inf,0.016673396313216217,227.14554404668786,PV,0,solar_rooftop,1.0,inf,227.14554404668786
36054 wind_onshore,36054,inf,1.3003148912520088,23.867828548082244,PV,0,wind_onshore,1.0,inf,23.867828548082244
36056 load shedding,36056,inf,10000.004237227506,126893.65630950501,PQ,1,load shedding,1.0,0.0,126893.65630950501
36141 industrial_biomass_CHP,36141,inf,42.110126240000504,4.1390794972725855,PV,0,industrial_biomass_CHP,1.0,inf,4.1390794972725855
36141 load shedding,36141,inf,10000.004672049576,126893.65630950501,PQ,1,load shedding,1.0,0.0,126893.65630950501
36141 solar,36141,inf,0.015658107747076995,2.52,PV,0,solar,1.0,inf,2.52
36141 solar_rooftop,36141,inf,0.02471807959165409,1.0225664733650714,PV,0,solar_rooftop,1.0,inf,1.0225664733650714
36141 wind_onshore,36141,inf,1.313060434010801,370.9284125217648,PV,0,wind_onshore,1.0,inf,370.9284125217648
36148 industrial_biomass_CHP,36148,inf,42.1184496059403,3.35548820240511,PV,0,industrial_biomass_CHP,1.0,inf,3.35548820240511
36148 load shedding,36148,inf,10000.008252311944,126893.65630950501,PQ,1,load shedding,1.0,0.0,126893.65630950501
36148 solar,36148,inf,0.014485868004429062,10.765625,PV,0,solar,1.0,inf,10.765625
36148 solar_rooftop,36148,inf,0.027557340560919755,2.493166465869062,PV,0,solar_rooftop,1.0,inf,2.493166465869062
36148 wind_onshore,36148,inf,1.3030248600010168,68.29469004731264,PV,0,wind_onshore,1.0,inf,68.29469004731264
36168 industrial_biomass_CHP,36168,inf,42.112868307819696,2.2455794367983013,PV,0,industrial_biomass_CHP,1.0,inf,2.2455794367983013
36168 load shedding,36168,inf,10000.003500762134,126893.65630950501,PQ,1,load shedding,1.0,0.0,126893.65630950501
36168 solar,36168,inf,0.023375517658075565,2.6689571523889644,PV,0,solar,1.0,inf,2.6689571523889644
36168 solar_rooftop,36168,inf,0.020833338011689895,11.203685588278141,PV,0,solar_rooftop,1.0,inf,11.203685588278141
36168 wind_onshore,36168,inf,1.3062499848380855,120.63935891405187,PV,0,wind_onshore,1.0,inf,120.63935891405187
36316 load shedding,36316,inf,10000.009841733687,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
36340 load shedding,36340,inf,10000.011761684165,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
36666 load shedding,36666,inf,10000.007623185485,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
36694 load shedding,36694,inf,10000.016450111043,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
36830 load shedding,36830,inf,10000.000222204388,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
37080 load shedding,37080,inf,10000.005013954633,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
37102 load shedding,37102,inf,10000.003261517335,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
37106 load shedding,37106,inf,10000.017173260201,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
37108 load shedding,37108,inf,10000.000532921335,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
37110 load shedding,37110,inf,10000.00369344172,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
37112 load shedding,37112,inf,10000.002060013727,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
37196 load shedding,37196,inf,10000.0090107265,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
37262 load shedding,37262,inf,10000.008800340385,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
37372 load shedding,37372,inf,10000.017575346848,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
37430 load shedding,37430,inf,10000.008306390908,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
37432 load shedding,37432,inf,10000.000654331545,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
37438 load shedding,37438,inf,10000.009378791268,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
37440 load shedding,37440,inf,10000.014622755843,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
37508 load shedding,37508,inf,10000.000379331026,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
37530 load shedding,37530,inf,10000.015959195243,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
37556 load shedding,37556,inf,10000.003515544224,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
37566 load shedding,37566,inf,10000.010970777572,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
37574 load shedding,37574,inf,10000.022404506293,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
3759 load shedding,3759,inf,10000.011822523762,126893.65630950501,PQ,1,load shedding,1.0,0.0,126893.65630950501
37638 load shedding,37638,inf,10000.012341890084,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
37684 load shedding,37684,inf,10000.002224504111,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
37744 load shedding,37744,inf,10000.01841619335,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
38030 load shedding,38030,inf,10000.00535137682,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
38074 load shedding,38074,inf,10000.013145693338,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
38076 load shedding,38076,inf,10000.003199577055,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
38242 load shedding,38242,inf,10000.010924289028,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
3828 load shedding,3828,inf,10000.008720320013,126893.65630950501,PQ,1,load shedding,1.0,0.0,126893.65630950501
3830 load shedding,3830,inf,10000.013345223768,126893.65630950501,PQ,1,load shedding,1.0,0.0,126893.65630950501
3831 load shedding,3831,inf,10000.009041405005,126893.65630950501,PQ,1,load shedding,1.0,0.0,126893.65630950501
38312 load shedding,38312,inf,10000.01720634979,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
38594 load shedding,38594,inf,10000.005227585652,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
38654 load shedding,38654,inf,10000.012508024429,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
38754 load shedding,38754,inf,10000.005391751729,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
38756 load shedding,38756,inf,10000.013682245457,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
38758 load shedding,38758,inf,10000.012291803961,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
38782 load shedding,38782,inf,10000.010417494988,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
38786 load shedding,38786,inf,10000.020790019142,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
38792 load shedding,38792,inf,10000.0103691008,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
38794 load shedding,38794,inf,10000.006583937293,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
38824 load shedding,38824,inf,10000.008557362866,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
38852 load shedding,38852,inf,10000.001023978515,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
38878 load shedding,38878,inf,10000.018228050705,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
38906 load shedding,38906,inf,10000.001002656207,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
38914 load shedding,38914,inf,10000.004711391342,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
38920 load shedding,38920,inf,10000.005142463142,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
38922 load shedding,38922,inf,10000.011577138694,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
38956 load shedding,38956,inf,10000.001802677789,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
38958 load shedding,38958,inf,10000.034125583325,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
38964 load shedding,38964,inf,10000.00378518146,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
38976 load shedding,38976,inf,10000.012224064918,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
38996 load shedding,38996,inf,10000.017661351983,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
39026 load shedding,39026,inf,10000.00867198642,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
39028 load shedding,39028,inf,10000.006947519732,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
39096 load shedding,39096,inf,10000.008909170689,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
39108 load shedding,39108,inf,10000.001515529086,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
39178 load shedding,39178,inf,10000.008929963018,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
39202 load shedding,39202,inf,10000.001149059177,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
39204 load shedding,39204,inf,10000.005015574503,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
39206 load shedding,39206,inf,10000.009653213932,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
39208 load shedding,39208,inf,10000.00364039944,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
39210 load shedding,39210,inf,10000.007824252452,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
39240 load shedding,39240,inf,10000.011374820464,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
39242 load shedding,39242,inf,10000.007115979266,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
39300 load shedding,39300,inf,10000.005293534281,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
39310 load shedding,39310,inf,10000.010774248793,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
39344 load shedding,39344,inf,10000.005766558701,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
39346 load shedding,39346,inf,10000.017276998136,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
39366 load shedding,39366,inf,10000.004378683177,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
39368 load shedding,39368,inf,10000.010244093708,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
39370 load shedding,39370,inf,10000.012220990178,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
39388 load shedding,39388,inf,10000.004029382757,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
39412 load shedding,39412,inf,10000.00360585402,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
39416 load shedding,39416,inf,10000.016216598695,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
39446 load shedding,39446,inf,10000.001735773323,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
39690 load shedding,39690,inf,10000.00641716865,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
39778 load shedding,39778,inf,10000.006569108848,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
39832 load shedding,39832,inf,10000.013156320025,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
39862 load shedding,39862,inf,10000.012058937256,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
39864 load shedding,39864,inf,10000.007019943716,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
39868 load shedding,39868,inf,10000.008491460434,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
39910 load shedding,39910,inf,10000.010703739743,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
39924 load shedding,39924,inf,10000.00023228824,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
4 biomass,4,inf,42.10814465011297,35.66686636584472,PV,0,biomass,1.0,inf,35.66686636584472
4 central_biomass_CHP,4,inf,42.10873837844033,34.079238164872876,PV,0,central_biomass_CHP,1.0,inf,34.079238164872876
4 industrial_biomass_CHP,4,inf,42.10919471415552,334.8388629028879,PV,0,industrial_biomass_CHP,1.0,inf,334.8388629028879
4 load shedding,4,inf,10000.007975638826,25505624.918210506,PQ,1,load shedding,1.0,0.0,25505624.918210506
4 solar,4,inf,0.01877799143165337,1633.1942782596245,PV,0,solar,1.0,inf,1633.1942782596245
4 solar_rooftop,4,inf,0.017312347904890377,1412.4254042101811,PV,0,solar_rooftop,1.0,inf,1412.4254042101811
4 wind_offshore,4,inf,2.574159678018927,636.0,PV,0,wind_offshore,1.0,inf,636.0
4 wind_onshore,4,inf,1.3091019583693149,4924.870560811171,PV,0,wind_onshore,1.0,inf,4924.870560811171
40222 load shedding,40222,inf,10000.004825450136,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
40374 load shedding,40374,inf,10000.01023178327,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
40512 load shedding,40512,inf,10000.00419738555,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
40798 load shedding,40798,inf,10000.003967480905,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
41046 load shedding,41046,inf,10000.005600163182,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
41066 load shedding,41066,inf,10000.011809048081,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
41276 load shedding,41276,inf,10000.008073345818,16369281.663926147,Slack,1,load shedding,1.0,0.0,16369281.663926147
41380 load shedding,41380,inf,10000.006602386316,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
41382 load shedding,41382,inf,10000.009710962931,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
41438 load shedding,41438,inf,10000.009652017941,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
41526 load shedding,41526,inf,10000.007957896596,28677966.32594813,Slack,1,load shedding,1.0,0.0,28677966.32594813
41530 load shedding,41530,inf,10000.000799715746,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
41538 load shedding,41538,inf,10000.00853007413,10912854.442617431,Slack,1,load shedding,1.0,0.0,10912854.442617431
41544 load shedding,41544,inf,10000.007591243244,29566221.920114666,Slack,1,load shedding,1.0,0.0,29566221.920114666
41828 load shedding,41828,inf,10000.002699804272,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
41838 load shedding,41838,inf,10000.003043717628,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
41870 load shedding,41870,inf,10000.004687681483,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
41956 load shedding,41956,inf,10000.001727037295,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
42128 load shedding,42128,inf,10000.004611895518,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
42138 load shedding,42138,inf,10000.005421423051,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
42226 load shedding,42226,inf,10000.010631669691,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
42248 load shedding,42248,inf,10000.014232077356,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
42316 load shedding,42316,inf,10000.018443465546,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
42328 load shedding,42328,inf,10000.005974774802,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
42388 load shedding,42388,inf,10000.00099612333,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
42484 load shedding,42484,inf,10000.009773863712,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
42514 load shedding,42514,inf,10000.007933525008,13704514.881426541,Slack,1,load shedding,1.0,0.0,13704514.881426541
42584 load shedding,42584,inf,10000.00426212098,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
42656 load shedding,42656,inf,10000.001689714214,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
42658 load shedding,42658,inf,10000.007971396222,34768861.828804374,Slack,1,load shedding,1.0,0.0,34768861.828804374
42664 load shedding,42664,inf,10000.007536880588,30962052.139519222,Slack,1,load shedding,1.0,0.0,30962052.139519222
42704 load shedding,42704,inf,10000.007858345689,9263236.910593865,Slack,1,load shedding,1.0,0.0,9263236.910593865
42708 load shedding,42708,inf,10000.00830409831,28043498.044400606,Slack,1,load shedding,1.0,0.0,28043498.044400606
42710 load shedding,42710,inf,10000.008197470004,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
42816 load shedding,42816,inf,10000.007762472516,20810559.634758823,Slack,1,load shedding,1.0,0.0,20810559.634758823
42836 load shedding,42836,inf,10000.008811612011,14085195.850355055,Slack,1,load shedding,1.0,0.0,14085195.850355055
42870 load shedding,42870,inf,10000.005163423528,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
42988 load shedding,42988,inf,10000.003581742056,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
43008 load shedding,43008,inf,10000.006806443393,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
43072 load shedding,43072,inf,10000.01129416043,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
43084 load shedding,43084,inf,10000.006972814672,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
43104 load shedding,43104,inf,10000.00373474507,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
43128 load shedding,43128,inf,10000.003025177512,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
43154 load shedding,43154,inf,10000.002823613258,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
43174 load shedding,43174,inf,10000.00318943238,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
43196 load shedding,43196,inf,10000.003235351027,126893.65630950501,Slack,1,load shedding,1.0,0.0,126893.65630950501
