name,bus,p_nom_max,marginal_cost,p_nom,control,up_time_before,carrier,p_max_pu,e_nom_max,p_nom_opt
33290 industrial_biomass_CHP,33290,inf,42.10518482464061,0.9177678864543726,PV,0,industrial_biomass_CHP,1.0,inf,0.9177678864543726
33290 load shedding,33290,inf,10000.006239270264,126893.65630950501,PQ,1,load shedding,1.0,0.0,126893.65630950501
33290 solar,33290,inf,0.010423454199223013,18.090000003570317,PV,0,solar,1.0,inf,18.090000003570317
33290 solar_rooftop,33290,inf,0.020055224905515874,5.143898921338285,PV,0,solar_rooftop,1.0,inf,5.143898921338285
33290 wind_onshore,33290,inf,1.3051913657573946,228.19071872861602,PV,0,wind_onshore,1.0,inf,228.19071872861602
33458 load shedding,33458,inf,10000.007506988173,126893.65630950501,PQ,1,load shedding,1.0,0.0,126893.65630950501
33458 solar,33458,inf,0.025381286005716777,18.842000004065223,PV,0,solar,1.0,inf,18.842000004065223
33458 solar_rooftop,33458,inf,0.03472655693063473,5.8647610662764285,PV,0,solar_rooftop,1.0,inf,5.8647610662764285
33458 wind_onshore,33458,inf,1.3015021420989477,98.04908483202973,PV,0,wind_onshore,1.0,inf,98.04908483202973
33543 load shedding,33543,inf,10000.010763790515,126893.65630950501,PQ,1,load shedding,1.0,0.0,126893.65630950501
33543 solar,33543,inf,0.012341839870847509,3.2664822799525837,PV,0,solar,1.0,inf,3.2664822799525837
33543 solar_rooftop,33543,inf,0.012606278774851518,37.03119240918502,PV,0,solar_rooftop,1.0,inf,37.03119240918502
33620 central_biomass_CHP,33620,inf,42.10292224216527,1.9697123644956416,PV,0,central_biomass_CHP,1.0,inf,1.9697123644956416
33620 industrial_biomass_CHP,33620,inf,42.108552665988526,1.2666270245803037,PV,0,industrial_biomass_CHP,1.0,inf,1.2666270245803037
33620 load shedding,33620,inf,10000.008608186852,126893.65630950501,PQ,1,load shedding,1.0,0.0,126893.65630950501
33620 solar_rooftop,33620,inf,0.025963616808837492,21.75848116919617,PV,0,solar_rooftop,1.0,inf,21.75848116919617
33620 wind_onshore,33620,inf,1.3156180582148467,24.0553671579233,PV,0,wind_onshore,1.0,inf,24.0553671579233
33621 load shedding,33621,inf,10000.011559703436,126893.65630950501,PQ,1,load shedding,1.0,0.0,126893.65630950501
33671 load shedding,33671,inf,10000.001797646257,126893.65630950501,PQ,1,load shedding,1.0,0.0,126893.65630950501
33671 wind_offshore,33671,inf,2.5635347613618826,3015.0,PV,0,wind_offshore,1.0,inf,3015.0
33788 load shedding,33788,inf,10000.010714423614,126893.65630950501,PQ,1,load shedding,1.0,0.0,126893.65630950501
33788 solar,33788,inf,0.017589974822032846,1.2976368538042853,PV,0,solar,1.0,inf,1.2976368538042853
33788 solar_rooftop,33788,inf,0.020225702899990143,12.741865578560589,PV,0,solar_rooftop,1.0,inf,12.741865578560589
33935 load shedding,33935,inf,10000.005687155286,126893.65630950501,PQ,1,load shedding,1.0,0.0,126893.65630950501
33935 solar,33935,inf,0.03053532533210388,0.966,PV,0,solar,1.0,inf,0.966
33935 solar_rooftop,33935,inf,0.021501404442826243,32.28548771996671,PV,0,solar_rooftop,1.0,inf,32.28548771996671
33945 industrial_biomass_CHP,33945,inf,42.11471562240621,3.1880358161046622,PV,0,industrial_biomass_CHP,1.0,inf,3.1880358161046622
33945 load shedding,33945,inf,10000.004443426198,126893.65630950501,PQ,1,load shedding,1.0,0.0,126893.65630950501
33945 solar,33945,inf,0.01979557629503303,2.304908658070581,PV,0,solar,1.0,inf,2.304908658070581
33945 solar_rooftop,33945,inf,0.02579560553756023,2.080280847964616,PV,0,solar_rooftop,1.0,inf,2.080280847964616
33945 wind_onshore,33945,inf,1.3103253392487442,105.91129517817895,PV,0,wind_onshore,1.0,inf,105.91129517817895
34155 biomass,34155,inf,42.11686334043492,2.089934590557501,PV,0,biomass,1.0,inf,2.089934590557501
34155 industrial_biomass_CHP,34155,inf,42.1220937460321,1.3267381376112333,PV,0,industrial_biomass_CHP,1.0,inf,1.3267381376112333
34155 load shedding,34155,inf,10000.005196103159,126893.65630950501,PQ,1,load shedding,1.0,0.0,126893.65630950501
34155 solar,34155,inf,0.03222172999140715,8.2501676846053,PV,0,solar,1.0,inf,8.2501676846053
34155 solar_rooftop,34155,inf,0.01914906112908276,4.174029950374101,PV,0,solar_rooftop,1.0,inf,4.174029950374101
34155 wind_onshore,34155,inf,1.3087174595546933,293.61425715447746,PV,0,wind_onshore,1.0,inf,293.61425715447746
34156 industrial_biomass_CHP,34156,inf,42.10770347578409,2.05236514491317,PV,0,industrial_biomass_CHP,1.0,inf,2.05236514491317
34156 load shedding,34156,inf,10000.006781895116,126893.65630950501,PQ,1,load shedding,1.0,0.0,126893.65630950501
34156 solar,34156,inf,0.01010446168988483,18.25841492438723,PV,0,solar,1.0,inf,18.25841492438723
34156 solar_rooftop,34156,inf,0.02906905274383003,7.884017443310109,PV,0,solar_rooftop,1.0,inf,7.884017443310109
34156 wind_onshore,34156,inf,1.3098224392848004,49.37093369049683,PV,0,wind_onshore,1.0,inf,49.37093369049683
34192 industrial_biomass_CHP,34192,inf,42.11219097438153,13.284555979835456,PV,0,industrial_biomass_CHP,1.0,inf,13.284555979835456
34192 load shedding,34192,inf,10000.004307954137,126893.65630950501,PQ,1,load shedding,1.0,0.0,126893.65630950501
34192 solar,34192,inf,0.02263521834244321,8.06376765758104,PV,0,solar,1.0,inf,8.06376765758104
34192 solar_rooftop,34192,inf,0.025561018939907417,4.9637431879143685,PV,0,solar_rooftop,1.0,inf,4.9637431879143685
34192 wind_onshore,34192,inf,1.3115154876587807,237.81683729036553,PV,0,wind_onshore,1.0,inf,237.81683729036553
34251 biomass,34251,inf,42.109185021807065,0.07350801245464877,PV,0,biomass,1.0,inf,0.07350801245464877
34251 load shedding,34251,inf,10000.006163101938,126893.65630950501,PQ,1,load shedding,1.0,0.0,126893.65630950501
34251 solar,34251,inf,0.011727416790940276,0.5679294389891446,PV,0,solar,1.0,inf,0.5679294389891446
34251 solar_rooftop,34251,inf,0.026447712703263425,13.391728580926822,PV,0,solar_rooftop,1.0,inf,13.391728580926822
34251 wind_onshore,34251,inf,1.3183843003030356,0.7367285799595873,PV,0,wind_onshore,1.0,inf,0.7367285799595873
34424 biomass,34424,inf,42.10303318815751,0.08050595495213796,PV,0,biomass,1.0,inf,0.08050595495213796
34424 industrial_biomass_CHP,34424,inf,42.11679677686109,1.49204369844629,PV,0,industrial_biomass_CHP,1.0,inf,1.49204369844629
34424 load shedding,34424,inf,10000.002476234566,126893.65630950501,PQ,1,load shedding,1.0,0.0,126893.65630950501
34424 solar,34424,inf,0.018133827859365924,8.093130142867551,PV,0,solar,1.0,inf,8.093130142867551
34424 solar_rooftop,34424,inf,0.013909080497910849,1.3482065473346894,PV,0,solar_rooftop,1.0,inf,1.3482065473346894
34424 wind_onshore,34424,inf,1.3140985877514417,44.05344000989504,PV,0,wind_onshore,1.0,inf,44.05344000989504
34430 biomass,34430,inf,42.116840081243254,0.24473810305449936,PV,0,biomass,1.0,inf,0.24473810305449936
34430 central_biomass_CHP,34430,inf,42.10275027238311,0.9542639193660085,PV,0,central_biomass_CHP,1.0,inf,0.9542639193660085
34430 industrial_biomass_CHP,34430,inf,42.10399107034009,1.3417659158689657,PV,0,industrial_biomass_CHP,1.0,inf,1.3417659158689657
34430 load shedding,34430,inf,10000.018885405048,126893.65630950501,PQ,1,load shedding,1.0,0.0,126893.65630950501
34430 solar_rooftop,34430,inf,0.016731324353156368,50.6854498029865,PV,0,solar_rooftop,1.0,inf,50.6854498029865
34430 wind_onshore,34430,inf,1.310210046091303,12.36402999821459,PV,0,wind_onshore,1.0,inf,12.36402999821459
34449 central_biomass_CHP,34449,inf,42.10165148363299,0.15242460804271452,PV,0,central_biomass_CHP,1.0,inf,0.15242460804271452
34449 load shedding,34449,inf,10000.013058792143,126893.65630950501,PQ,1,load shedding,1.0,0.0,126893.65630950501
34449 solar,34449,inf,0.019846660037047822,1.8931693895293715,PV,0,solar,1.0,inf,1.8931693895293715
34449 solar_rooftop,34449,inf,0.018533384224928735,7.557733140876653,PV,0,solar_rooftop,1.0,inf,7.557733140876653
34449 wind_onshore,34449,inf,1.308878415301858,12.761423024240223,PV,0,wind_onshore,1.0,inf,12.761423024240223
34503 central_biomass_CHP,34503,inf,42.106204753040814,2.699633022728359,PV,0,central_biomass_CHP,1.0,inf,2.699633022728359
34503 industrial_biomass_CHP,34503,inf,42.111463431214354,2.804827470532486,PV,0,industrial_biomass_CHP,1.0,inf,2.804827470532486
34503 load shedding,34503,inf,10000.0245074297,126893.65630950501,PQ,1,load shedding,1.0,0.0,126893.65630950501
34503 solar,34503,inf,0.01326883308882951,25.630570625446108,PV,0,solar,1.0,inf,25.630570625446108
34503 solar_rooftop,34503,inf,0.01980795955816907,19.81277420855267,PV,0,solar_rooftop,1.0,inf,19.81277420855267
34503 wind_onshore,34503,inf,1.3112747592710992,47.35049484985334,PV,0,wind_onshore,1.0,inf,47.35049484985334
34631 central_biomass_CHP,34631,inf,42.106459923395576,0.5646150973976608,PV,0,central_biomass_CHP,1.0,inf,0.5646150973976608
34631 industrial_biomass_CHP,34631,inf,42.114710549514484,2.1597064181826875,PV,0,industrial_biomass_CHP,1.0,inf,2.1597064181826875
34631 load shedding,34631,inf,10000.000773279105,126893.65630950501,PQ,1,load shedding,1.0,0.0,126893.65630950501
34631 solar,34631,inf,0.02017274467584495,2.2502796508416556,PV,0,solar,1.0,inf,2.2502796508416556
34631 solar_rooftop,34631,inf,0.019436641569612043,22.51961658363595,PV,0,solar_rooftop,1.0,inf,22.51961658363595
34631 wind_onshore,34631,inf,1.3067332134959524,2.91071079857702,PV,0,wind_onshore,1.0,inf,2.91071079857702
34636 biomass,34636,inf,42.11438597841849,5.178143022521513,PV,0,biomass,1.0,inf,5.178143022521513
34636 central_biomass_CHP,34636,inf,42.10569761218808,3.3050378039684363,PV,0,central_biomass_CHP,1.0,inf,3.3050378039684363
34636 industrial_biomass_CHP,34636,inf,42.106849523058116,0.4078968384241656,PV,0,industrial_biomass_CHP,1.0,inf,0.4078968384241656
34636 load shedding,34636,inf,10000.002553078082,126893.65630950501,PQ,1,load shedding,1.0,0.0,126893.65630950501
34636 solar,34636,inf,0.01466978207374103,0.6634653346597295,PV,0,solar,1.0,inf,0.6634653346597295
34636 solar_rooftop,34636,inf,0.018111070704842424,129.50986080770187,PV,0,solar_rooftop,1.0,inf,129.50986080770187
34697 biomass,34697,inf,42.11666715456398,0.2705000086391835,PV,0,biomass,1.0,inf,0.2705000086391835
34697 industrial_biomass_CHP,34697,inf,42.106761795937786,10.981012255471615,PV,0,industrial_biomass_CHP,1.0,inf,10.981012255471615
34697 load shedding,34697,inf,10000.01704115459,126893.65630950501,PQ,1,load shedding,1.0,0.0,126893.65630950501
34697 solar,34697,inf,0.021389412658033242,28.109682846094646,PV,0,solar,1.0,inf,28.109682846094646
34697 solar_rooftop,34697,inf,0.010855246552497637,4.706147722659962,PV,0,solar_rooftop,1.0,inf,4.706147722659962
34697 wind_onshore,34697,inf,1.3034146788645988,230.28087243151583,PV,0,wind_onshore,1.0,inf,230.28087243151583
34709 biomass,34709,inf,42.100942199564365,0.5753492247246126,PV,0,biomass,1.0,inf,0.5753492247246126
34709 industrial_biomass_CHP,34709,inf,42.113660861931386,12.989438265460715,PV,0,industrial_biomass_CHP,1.0,inf,12.989438265460715
34709 load shedding,34709,inf,10000.02660381965,126893.65630950501,PQ,1,load shedding,1.0,0.0,126893.65630950501
34709 solar,34709,inf,0.015599653403274495,28.95132074206323,PV,0,solar,1.0,inf,28.95132074206323
34709 solar_rooftop,34709,inf,0.010831083733150832,4.125208886892929,PV,0,solar_rooftop,1.0,inf,4.125208886892929
34709 wind_onshore,34709,inf,1.3060219458412488,494.7462852977263,PV,0,wind_onshore,1.0,inf,494.7462852977263
34751 industrial_biomass_CHP,34751,inf,42.1057578270704,0.5367063663475863,PV,0,industrial_biomass_CHP,1.0,inf,0.5367063663475863
34751 load shedding,34751,inf,10000.009657094446,126893.65630950501,PQ,1,load shedding,1.0,0.0,126893.65630950501
34751 solar,34751,inf,0.011122345844808763,12.23389,PV,0,solar,1.0,inf,12.23389
34751 solar_rooftop,34751,inf,0.010961564954583843,0.884146283896617,PV,0,solar_rooftop,1.0,inf,0.884146283896617
34751 wind_onshore,34751,inf,1.310486724810606,31.45324364257175,PV,0,wind_onshore,1.0,inf,31.45324364257175
34752 load shedding,34752,inf,10000.011873074369,126893.65630950501,PQ,1,load shedding,1.0,0.0,126893.65630950501
34762 biomass,34762,inf,42.103770997449764,0.08050595495213796,PV,0,biomass,1.0,inf,0.08050595495213796
34762 industrial_biomass_CHP,34762,inf,42.103127120227235,1.0036409050699862,PV,0,industrial_biomass_CHP,1.0,inf,1.0036409050699862
34762 load shedding,34762,inf,10000.008485673416,126893.65630950501,PQ,1,load shedding,1.0,0.0,126893.65630950501
34762 solar_rooftop,34762,inf,0.02702631855700109,8.03295025046056,PV,0,solar_rooftop,1.0,inf,8.03295025046056
34762 wind_onshore,34762,inf,1.3033644512748646,49.778840894935634,PV,0,wind_onshore,1.0,inf,49.778840894935634
34809 industrial_biomass_CHP,34809,inf,42.10103181669429,0.541000017278367,PV,0,industrial_biomass_CHP,1.0,inf,0.541000017278367
34809 load shedding,34809,inf,10000.002016159073,126893.65630950501,PQ,1,load shedding,1.0,0.0,126893.65630950501
34809 solar,34809,inf,0.020044925587850496,11.23301481693646,PV,0,solar,1.0,inf,11.23301481693646
34809 solar_rooftop,34809,inf,0.015918914250506865,3.428533022511401,PV,0,solar_rooftop,1.0,inf,3.428533022511401
34809 wind_onshore,34809,inf,1.3255527262645597,15.522145850177475,PV,0,wind_onshore,1.0,inf,15.522145850177475
34810 load shedding,34810,inf,10000.000597888695,126893.65630950501,PQ,1,load shedding,1.0,0.0,126893.65630950501
34873 biomass,34873,inf,42.1148476660366,0.5635416846649656,PV,0,biomass,1.0,inf,0.5635416846649656
34873 industrial_biomass_CHP,34873,inf,42.10373846285188,1.0723393199624773,PV,0,industrial_biomass_CHP,1.0,inf,1.0723393199624773
34873 load shedding,34873,inf,10000.004009109452,126893.65630950501,PQ,1,load shedding,1.0,0.0,126893.65630950501
34873 solar,34873,inf,0.010132227581517288,106.18824211980856,PV,0,solar,1.0,inf,106.18824211980856
34873 solar_rooftop,34873,inf,0.0322340773582618,3.3332457372855524,PV,0,solar_rooftop,1.0,inf,3.3332457372855524
34873 wind_onshore,34873,inf,1.3117419996367412,180.02559334464217,PV,0,wind_onshore,1.0,inf,180.02559334464217
34938 industrial_biomass_CHP,34938,inf,42.11442277070242,2.9529584276444196,PV,0,industrial_biomass_CHP,1.0,inf,2.9529584276444196
34938 load shedding,34938,inf,10000.019410879077,126893.65630950501,PQ,1,load shedding,1.0,0.0,126893.65630950501
34938 solar,34938,inf,0.02596426494171119,3.5,PV,0,solar,1.0,inf,3.5
34938 solar_rooftop,34938,inf,0.029016903020913816,1.9132445772262299,PV,0,solar_rooftop,1.0,inf,1.9132445772262299
34938 wind_onshore,34938,inf,1.300141704181637,33.156090439705274,PV,0,wind_onshore,1.0,inf,33.156090439705274
34990 industrial_biomass_CHP,34990,inf,42.101189671282754,2.747936595699642,PV,0,industrial_biomass_CHP,1.0,inf,2.747936595699642
34990 load shedding,34990,inf,10000.00510313844,126893.65630950501,PQ,1,load shedding,1.0,0.0,126893.65630950501
34990 solar,34990,inf,0.01393568614777966,0.6319942761186677,PV,0,solar,1.0,inf,0.6319942761186677
34990 solar_rooftop,34990,inf,0.011787668274586391,7.410425960890097,PV,0,solar_rooftop,1.0,inf,7.410425960890097
34990 wind_onshore,34990,inf,1.3076842926268333,172.8338967622563,PV,0,wind_onshore,1.0,inf,172.8338967622563
35000 load shedding,35000,inf,10000.001320618849,126893.65630950501,PQ,1,load shedding,1.0,0.0,126893.65630950501
35026 load shedding,35026,inf,10000.0093014504,126893.65630950501,PQ,1,load shedding,1.0,0.0,126893.65630950501
35026 solar,35026,inf,0.02083407177236472,2.548364016551398,PV,0,solar,1.0,inf,2.548364016551398
35026 solar_rooftop,35026,inf,0.01110726044976235,4.241296658772716,PV,0,solar_rooftop,1.0,inf,4.241296658772716
35026 wind_onshore,35026,inf,1.3104167214649702,2.1307304260774824,PV,0,wind_onshore,1.0,inf,2.1307304260774824
35027 load shedding,35027,inf,10000.006903429903,126893.65630950501,PQ,1,load shedding,1.0,0.0,126893.65630950501
35027 wind_offshore,35027,inf,2.5682066991890347,4000.0,PV,0,wind_offshore,1.0,inf,4000.0
35144 biomass,35144,inf,42.1004877365497,0.1610119099042759,PV,0,biomass,1.0,inf,0.1610119099042759
35144 industrial_biomass_CHP,35144,inf,42.10117787935416,5.3702839016739485,PV,0,industrial_biomass_CHP,1.0,inf,5.3702839016739485
35144 load shedding,35144,inf,10000.002745497775,126893.65630950501,PQ,1,load shedding,1.0,0.0,126893.65630950501
35144 solar,35144,inf,0.02463649203233419,4.938306352972159,PV,0,solar,1.0,inf,4.938306352972159
35144 solar_rooftop,35144,inf,0.0178328681190979,3.975430430558568,PV,0,solar_rooftop,1.0,inf,3.975430430558568
35144 wind_onshore,35144,inf,1.3129833162935474,104.40606423658082,PV,0,wind_onshore,1.0,inf,104.40606423658082
35285 industrial_biomass_CHP,35285,inf,42.10149105196811,1.132023391801591,PV,0,industrial_biomass_CHP,1.0,inf,1.132023391801591
35285 load shedding,35285,inf,10000.01802245944,126893.65630950501,PQ,1,load shedding,1.0,0.0,126893.65630950501
35285 solar_rooftop,35285,inf,0.03321904647984454,5.64118434192702,PV,0,solar_rooftop,1.0,inf,5.64118434192702
35285 wind_onshore,35285,inf,1.3017636596436886,1.4296015015596029,PV,0,wind_onshore,1.0,inf,1.4296015015596029
35286 load shedding,35286,inf,10000.003194967101,126893.65630950501,PQ,1,load shedding,1.0,0.0,126893.65630950501
35323 biomass,35323,inf,42.125573100631264,1.0841468600221242,PV,0,biomass,1.0,inf,1.0841468600221242
35323 load shedding,35323,inf,10000.0017554898,126893.65630950501,PQ,1,load shedding,1.0,0.0,126893.65630950501
35323 solar_rooftop,35323,inf,0.027476758758460833,18.894141643057317,PV,0,solar_rooftop,1.0,inf,18.894141643057317
35323 wind_onshore,35323,inf,1.3051244947083127,31.730128621592467,PV,0,wind_onshore,1.0,inf,31.730128621592467
35324 load shedding,35324,inf,10000.022717317517,126893.65630950501,PQ,1,load shedding,1.0,0.0,126893.65630950501
35345 load shedding,35345,inf,10000.014682640585,126893.65630950501,PQ,1,load shedding,1.0,0.0,126893.65630950501
35431 industrial_biomass_CHP,35431,inf,42.103337841498806,1.4845298093174235,PV,0,industrial_biomass_CHP,1.0,inf,1.4845298093174235
35431 load shedding,35431,inf,10000.000192834093,126893.65630950501,PQ,1,load shedding,1.0,0.0,126893.65630950501
35431 solar_rooftop,35431,inf,0.015793217914686006,1.38046721326011,PV,0,solar_rooftop,1.0,inf,1.38046721326011
35431 wind_onshore,35431,inf,1.3006892654346973,4.585742501007516,PV,0,wind_onshore,1.0,inf,4.585742501007516
35440 central_biomass_CHP,35440,inf,42.120202941357455,0.9381627283755808,PV,0,central_biomass_CHP,1.0,inf,0.9381627283755808
35440 industrial_biomass_CHP,35440,inf,42.103006464727805,0.37247421824522486,PV,0,industrial_biomass_CHP,1.0,inf,0.37247421824522486
35440 load shedding,35440,inf,10000.001259936209,126893.65630950501,PQ,1,load shedding,1.0,0.0,126893.65630950501
35440 solar,35440,inf,0.024646823604768203,0.40536306841984165,PV,0,solar,1.0,inf,0.40536306841984165
35440 solar_rooftop,35440,inf,0.01866838958395969,36.54672588352808,PV,0,solar_rooftop,1.0,inf,36.54672588352808
35440 wind_onshore,35440,inf,1.3107134468539885,2.7675892281378025,PV,0,wind_onshore,1.0,inf,2.7675892281378025
35441 load shedding,35441,inf,10000.008653780003,126893.65630950501,PQ,1,load shedding,1.0,0.0,126893.65630950501
35458 industrial_biomass_CHP,35458,inf,42.10612183966056,0.5893035902496497,PV,0,industrial_biomass_CHP,1.0,inf,0.5893035902496497
35458 load shedding,35458,inf,10000.012011275496,126893.65630950501,PQ,1,load shedding,1.0,0.0,126893.65630950501
35458 solar_rooftop,35458,inf,0.015200960870723113,2.8872427415361828,PV,0,solar_rooftop,1.0,inf,2.8872427415361828
35458 wind_onshore,35458,inf,1.30532982322407,45.69144589502156,PV,0,wind_onshore,1.0,inf,45.69144589502156
35459 load shedding,35459,inf,10000.00421899751,126893.65630950501,PQ,1,load shedding,1.0,0.0,126893.65630950501
35485 biomass,35485,inf,42.10215912200218,0.08050595495213796,PV,0,biomass,1.0,inf,0.08050595495213796
35485 load shedding,35485,inf,10000.017159448962,126893.65630950501,PQ,1,load shedding,1.0,0.0,126893.65630950501
35485 solar,35485,inf,0.01067943644112793,14.559772837757285,PV,0,solar,1.0,inf,14.559772837757285
35485 solar_rooftop,35485,inf,0.024245541282268513,2.416345987080487,PV,0,solar_rooftop,1.0,inf,2.416345987080487
35485 wind_onshore,35485,inf,1.305111492565826,42.75854468852555,PV,0,wind_onshore,1.0,inf,42.75854468852555
35486 load shedding,35486,inf,10000.018397050306,126893.65630950501,PQ,1,load shedding,1.0,0.0,126893.65630950501
35510 industrial_biomass_CHP,35510,inf,42.10052349652837,0.4239980294145932,PV,0,industrial_biomass_CHP,1.0,inf,0.4239980294145932
35510 load shedding,35510,inf,10000.001766530184,126893.65630950501,PQ,1,load shedding,1.0,0.0,126893.65630950501
35510 solar,35510,inf,0.02080603851281189,0.09359999999999999,PV,0,solar,1.0,inf,0.09359999999999999
35510 solar_rooftop,35510,inf,0.012519207182267459,3.0412689649560205,PV,0,solar_rooftop,1.0,inf,3.0412689649560205
35510 wind_onshore,35510,inf,1.3019736577865737,13.602010785410988,PV,0,wind_onshore,1.0,inf,13.602010785410988
35511 load shedding,35511,inf,10000.005892706047,126893.65630950501,PQ,1,load shedding,1.0,0.0,126893.65630950501
35529 central_biomass_CHP,35529,inf,42.10490015219914,3.148319544994941,PV,0,central_biomass_CHP,1.0,inf,3.148319544994941
35529 industrial_biomass_CHP,35529,inf,42.102049554967316,6.832272043604773,PV,0,industrial_biomass_CHP,1.0,inf,6.832272043604773
35529 load shedding,35529,inf,10000.00694909234,126893.65630950501,PQ,1,load shedding,1.0,0.0,126893.65630950501
35529 solar,35529,inf,0.023307620058227226,35.25900375762727,PV,0,solar,1.0,inf,35.25900375762727
35529 solar_rooftop,35529,inf,0.02648285829643799,8.458859559707564,PV,0,solar_rooftop,1.0,inf,8.458859559707564
35529 wind_onshore,35529,inf,1.3123074653048679,228.37267976344256,PV,0,wind_onshore,1.0,inf,228.37267976344256
35530 load shedding,35530,inf,10000.008895112862,126893.65630950501,PQ,1,load shedding,1.0,0.0,126893.65630950501
35553 industrial_biomass_CHP,35553,inf,42.11239294588957,3.1676409741834544,PV,0,industrial_biomass_CHP,1.0,inf,3.1676409741834544
35553 load shedding,35553,inf,10000.000407850726,126893.65630950501,PQ,1,load shedding,1.0,0.0,126893.65630950501
35553 solar,35553,inf,0.019442401815993784,11.479862590848567,PV,0,solar,1.0,inf,11.479862590848567
35553 solar_rooftop,35553,inf,0.018618202807252196,3.709029777793363,PV,0,solar_rooftop,1.0,inf,3.709029777793363
35553 wind_onshore,35553,inf,1.309074509021924,89.32678005540873,PV,0,wind_onshore,1.0,inf,89.32678005540873
35554 load shedding,35554,inf,10000.017411647004,126893.65630950501,PQ,1,load shedding,1.0,0.0,126893.65630950501
35572 central_biomass_CHP,35572,inf,42.107477898240695,1.7067262449853247,PV,0,central_biomass_CHP,1.0,inf,1.7067262449853247
35572 load shedding,35572,inf,10000.001632507761,126893.65630950501,PQ,1,load shedding,1.0,0.0,126893.65630950501
35572 solar_rooftop,35572,inf,0.01556278387431377,0.4263369938861126,PV,0,solar_rooftop,1.0,inf,0.4263369938861126
35572 wind_onshore,35572,inf,1.3006130976642922,29.566373638028846,PV,0,wind_onshore,1.0,inf,29.566373638028846
35573 industrial_biomass_CHP,35573,inf,42.104903516601425,0.5656885101303559,PV,0,industrial_biomass_CHP,1.0,inf,0.5656885101303559
35573 load shedding,35573,inf,10000.00884135038,126893.65630950501,PQ,1,load shedding,1.0,0.0,126893.65630950501
35573 solar_rooftop,35573,inf,0.010544791752858397,0.02401483075766779,PV,0,solar_rooftop,1.0,inf,0.02401483075766779
35574 load shedding,35574,inf,10000.011862391942,126893.65630950501,PQ,1,load shedding,1.0,0.0,126893.65630950501
35655 biomass,35655,inf,42.105523264982246,0.5442202554764525,PV,0,biomass,1.0,inf,0.5442202554764525
35655 central_biomass_CHP,35655,inf,42.10688300493561,1.0734127326951726,PV,0,central_biomass_CHP,1.0,inf,1.0734127326951726
35655 industrial_biomass_CHP,35655,inf,42.10699152161122,5.046113256400005,PV,0,industrial_biomass_CHP,1.0,inf,5.046113256400005
35655 load shedding,35655,inf,10000.008537002876,126893.65630950501,PQ,1,load shedding,1.0,0.0,126893.65630950501
35655 solar,35655,inf,0.024652030048498946,38.1576240027875,PV,0,solar,1.0,inf,38.1576240027875
35655 solar_rooftop,35655,inf,0.02056837818910764,13.171707780572376,PV,0,solar_rooftop,1.0,inf,13.171707780572376
35655 wind_onshore,35655,inf,1.3031708355827105,207.4236206601239,PV,0,wind_onshore,1.0,inf,207.4236206601239
35656 load shedding,35656,inf,10000.002266991347,126893.65630950501,PQ,1,load shedding,1.0,0.0,126893.65630950501
35725 central_biomass_CHP,35725,inf,42.1022636221694,0.9403095538409711,PV,0,central_biomass_CHP,1.0,inf,0.9403095538409711
35725 load shedding,35725,inf,10000.008058421057,126893.65630950501,PQ,1,load shedding,1.0,0.0,126893.65630950501
35725 solar,35725,inf,0.012125900609776969,3.09,PV,0,solar,1.0,inf,3.09
35725 solar_rooftop,35725,inf,0.018866535799157695,53.890349287635104,PV,0,solar_rooftop,1.0,inf,53.890349287635104
35725 wind_onshore,35725,inf,1.3026380290803705,2.4575575728937844,PV,0,wind_onshore,1.0,inf,2.4575575728937844
35726 load shedding,35726,inf,10000.014965449098,126893.65630950501,PQ,1,load shedding,1.0,0.0,126893.65630950501
35784 load shedding,35784,inf,10000.008807011503,126893.65630950501,PQ,1,load shedding,1.0,0.0,126893.65630950501
35785 load shedding,35785,inf,10000.003962597755,126893.65630950501,PQ,1,load shedding,1.0,0.0,126893.65630950501
35906 central_biomass_CHP,35906,inf,42.11126300079152,0.5689087483284414,PV,0,central_biomass_CHP,1.0,inf,0.5689087483284414
35906 load shedding,35906,inf,10000.003726446359,126893.65630950501,PQ,1,load shedding,1.0,0.0,126893.65630950501
35906 solar,35906,inf,0.011550406074949924,3.8531963656036305,PV,0,solar,1.0,inf,3.8531963656036305
35906 solar_rooftop,35906,inf,0.016765590193095793,56.155011104817184,PV,0,solar_rooftop,1.0,inf,56.155011104817184
35906 wind_onshore,35906,inf,1.3041703043496886,4.35265525603558,PV,0,wind_onshore,1.0,inf,4.35265525603558
35935 load shedding,35935,inf,10000.008500393189,126893.65630950501,PQ,1,load shedding,1.0,0.0,126893.65630950501
35935 solar_rooftop,35935,inf,0.014710171838381317,21.434206416003825,PV,0,solar_rooftop,1.0,inf,21.434206416003825
35936 load shedding,35936,inf,10000.007054593609,126893.65630950501,PQ,1,load shedding,1.0,0.0,126893.65630950501
36053 load shedding,36053,inf,10000.00229490881,126893.65630950501,PQ,1,load shedding,1.0,0.0,126893.65630950501
36053 solar_rooftop,36053,inf,0.020168487345809318,4.64975198544855,PV,0,solar_rooftop,1.0,inf,4.64975198544855
36054 biomass,36054,inf,42.132033961774695,0.4078968384241656,PV,0,biomass,1.0,inf,0.4078968384241656
36054 central_biomass_CHP,36054,inf,42.10992089526192,1.0519444780412692,PV,0,central_biomass_CHP,1.0,inf,1.0519444780412692
